Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.11,0.0,2.785,0.0,14.76,0.0,13.002,0.0,0.773,0.0,2.326,0.0,16.563,0.0,13.786,0.0
1,260.635,17.264,0.038,0.005,0.173,0.048,2.082,0.162,229.287,11.965,0.043,0.002,0.137,0.052,1.585,0.069
2,207.138,18.262,0.034,0.008,0.137,0.065,1.383,0.187,200.451,6.074,0.038,0.005,0.143,0.046,1.431,0.067
3,170.82,7.89,0.024,0.006,0.119,0.044,1.136,0.274,184.392,11.978,0.034,0.005,0.115,0.069,1.338,0.128
4,148.682,15.114,0.023,0.003,0.117,0.046,0.871,0.228,175.146,5.337,0.031,0.006,0.092,0.097,1.295,0.09
5,135.585,11.473,0.02,0.005,0.106,0.058,0.701,0.198,164.421,6.824,0.032,0.004,0.088,0.096,1.241,0.094
6,119.714,7.259,0.018,0.006,0.115,0.02,0.496,0.074,157.253,7.879,0.028,0.005,0.096,0.081,1.139,0.1
7,109.576,7.504,0.014,0.004,0.111,0.025,0.432,0.094,149.566,5.841,0.027,0.006,0.106,0.089,1.087,0.123
8,104.956,5.125,0.012,0.004,0.095,0.029,0.352,0.148,147.539,5.418,0.027,0.005,0.082,0.107,1.03,0.126
9,97.716,5.698,0.012,0.003,0.1,0.066,0.289,0.094,142.734,2.396,0.024,0.006,0.047,0.084,0.965,0.147
10,94.517,5.278,0.011,0.003,0.057,0.1,0.282,0.105,135.293,7.303,0.025,0.005,0.036,0.091,0.881,0.185
11,90.659,4.163,0.01,0.002,0.102,0.089,0.226,0.123,128.715,9.504,0.025,0.006,0.05,0.101,0.841,0.251
12,89.144,3.42,0.01,0.003,0.101,0.114,0.225,0.138,128.89,9.938,0.022,0.007,0.061,0.071,0.791,0.239
13,85.713,3.976,0.011,0.004,0.094,0.135,0.195,0.13,123.973,7.56,0.021,0.007,0.0,0.061,0.718,0.296
14,83.952,5.495,0.01,0.003,0.086,0.108,0.154,0.147,119.578,9.997,0.022,0.006,0.0,0.049,0.68,0.287
15,83.578,7.274,0.009,0.003,0.081,0.087,0.149,0.156,117.658,10.027,0.021,0.003,0.0,0.0,0.623,0.31
16,81.044,8.106,0.009,0.004,0.084,0.099,0.155,0.119,114.491,8.2,0.02,0.004,0.0,0.0,0.554,0.302
17,80.143,6.429,0.008,0.003,0.061,0.116,0.151,0.103,112.672,12.355,0.018,0.003,0.0,0.0,0.531,0.304
18,77.927,6.983,0.008,0.004,0.065,0.095,0.151,0.108,108.223,10.949,0.018,0.003,0.0,0.0,0.441,0.285
19,76.871,6.312,0.009,0.004,0.033,0.082,0.126,0.096,107.61,11.418,0.017,0.004,0.0,0.0,0.405,0.309
20,74.841,3.063,0.009,0.003,0.01,0.11,0.139,0.071,105.665,10.296,0.016,0.005,0.0,0.0,0.353,0.333
21,74.877,3.057,0.008,0.003,0.061,0.081,0.12,0.053,101.067,13.345,0.016,0.007,0.0,0.022,0.336,0.316
