Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.836,0.0,0.0,0.0,0.0,0.0,0.83418784,0.0,134.3457,0.0,0.85809072,0.0,1.314,0.0,0.0,0.0,0.0,0.0,0.30694812,0.0,129.1793,0.0,0.76104045,0.0
1,1.698,0.036,0.0,0.0,0.0,0.0,0.74622843,0.01380383,134.3457,0.031475,0.92272707,0.06983998,1.275,0.029,0.0,0.0,0.0,0.0,0.29535483,0.00713215,129.1793,0.0,0.7997478,0.03903582
2,1.641,0.032,0.0,0.0,0.0,0.0,0.66667901,0.05056404,134.85135,1.04465,1.00332464,0.07984041,1.253,0.003,0.0,0.0,0.0,0.0,0.27578777,0.02201996,129.1793,0.10585,0.85851271,0.04005983
3,1.527,0.064,0.0,0.0,0.0,0.0,0.5761565,0.02734298,135.645,1.0516,1.13432805,0.03095683,1.243,0.014,0.0,0.0,0.0,0.0,0.26208014,0.01608157,129.2496,0.53175,0.86398401,0.13141181
4,1.42,0.073,0.0,0.0,0.0,0.0,0.53204191,0.03615648,136.0875,1.358475,1.13137357,0.09231973,1.229,0.009,0.0,0.0,0.0,0.0,0.25233615,0.02822376,129.53815,0.481525,0.9421842,0.05681249
5,1.367,0.062,0.0,0.0,0.0,0.0,0.49173005,0.03115396,136.27205,1.32745,1.10956211,0.10649214,1.209,0.019,0.0,0.0,0.0,0.0,0.24758361,0.02903052,129.72025,0.40975,0.91426247,0.11345521
6,1.35,0.085,0.0,0.0,0.0,0.0,0.4763846,0.04585013,137.0518,1.805025,1.08083336,0.07731024,1.194,0.02,0.0,0.0,0.0,0.0,0.2328699,0.02909097,129.72025,0.531475,0.95172297,0.08512596
7,1.312,0.078,0.0,0.0,0.0,0.0,0.46348457,0.06951151,138.0491,2.29895,1.06287685,0.06346475,1.19,0.028,0.0,0.0,0.0,0.0,0.23533423,0.03151633,129.77665,0.736425,0.93230194,0.08069508
8,1.273,0.083,0.0,0.0,0.0,0.0,0.45038378,0.06851972,138.52325,1.165625,1.05910889,0.10176489,1.177,0.028,0.0,0.0,0.0,0.0,0.22905592,0.02992765,129.9148,0.64585,0.9418588,0.17561472
9,1.233,0.044,0.0,0.0,0.0,0.0,0.40430552,0.09702469,139.08385,1.15325,1.01038334,0.14049311,1.174,0.028,0.0,0.0,0.0,0.0,0.22528445,0.02499814,130.0629,2.109225,0.99360726,0.15372055
