Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.042,0.0,0.031,0.0,0.067,0.0,0.274,0.0,0.318,0.0,0.477,0.0,0.962,0.0,1.0,0.0,0.25747446,0.0,0.99796407,0.0,0.44243644,0.0,0.28,0.0,0.396,0.0,0.189,0.0,0.986,0.0,1.0,0.0,0.759,0.0,0.903,0.0,0.951,0.0,0.48245878,0.0,0.97182279,0.0,0.46113346,0.0
1,0.0,0.431,0.003,0.718,0.019,1.78,0.041,3.144,0.168,11.659,0.419,7.351,0.989,10.913,0.628,17.385,0.2025317,7.21586582,0.99852647,0.04957669,0.54486932,8.40506412,0.201,1.893,0.287,6.409,0.123,1.295,0.634,5.564,0.653,2.486,0.524,3.589,0.738,4.434,0.749,6.628,0.26112727,3.18133656,0.983997,0.49752585,0.59513384,12.61416149
2,0.009,1.403,0.002,1.067,0.037,3.75,0.057,10.552,0.25,15.549,0.558,23.665,1.0,15.366,0.403,7.802,0.24443106,10.01815752,0.99898624,0.04576146,0.46621874,15.09507028,0.141,1.628,0.157,5.8,0.076,2.345,0.435,5.514,0.45,3.813,0.37,4.431,0.616,11.407,0.671,5.374,0.09261951,3.87230612,0.9909026,0.29974897,0.82554818,17.71408162
3,0.042,5.897,0.011,1.014,0.065,6.045,0.19,19.273,0.314,16.5,0.611,27.197,0.874,21.999,0.255,6.002,0.33863844,12.88473689,0.99923312,0.02041707,0.56014769,9.71190574,0.089,4.033,0.094,6.011,0.049,3.819,0.34,6.571,0.345,14.222,0.346,4.923,0.623,16.199,0.541,10.859,0.07178031,4.7464996,0.99406254,0.29412183,0.89425918,18.43754074
4,0.06,11.905,0.05,2.905,0.115,15.912,0.463,46.293,0.399,19.124,0.957,30.911,0.823,24.88,0.215,9.584,0.46425612,8.42269351,0.99930977,0.03590525,0.53957348,5.98502791,0.032,6.294,0.045,2.225,0.012,3.232,0.257,12.768,0.227,18.094,0.245,15.478,0.491,19.618,0.45,9.595,0.0352569,7.74427698,0.99648144,0.11068297,1.0,13.70183707
5,0.107,20.47,0.092,9.998,0.222,7.269,0.499,47.04,0.521,29.737,1.0,31.971,0.785,15.218,0.158,6.586,0.49220289,12.19083502,0.99933283,0.03360098,0.43847622,14.31174084,0.018,5.098,0.031,3.439,0.006,0.969,0.093,13.707,0.141,16.848,0.216,8.639,0.439,13.668,0.417,14.592,0.0,12.85972592,0.99791501,0.14720561,0.95385413,28.02004384
6,0.193,20.944,0.166,33.937,0.372,17.408,0.702,89.391,0.468,57.656,0.971,19.136,0.809,22.548,0.118,10.172,0.59446566,11.67452385,0.99936751,0.03242206,0.42625471,13.6485814,0.018,1.63,0.007,4.708,0.002,1.881,0.118,14.291,0.13,17.901,0.231,8.284,0.543,19.702,0.375,6.488,0.07801107,22.77115733,0.99875078,0.07812265,0.84742559,46.38143799
7,0.222,25.5,0.222,35.281,0.3,8.939,0.77,58.186,0.448,28.594,0.861,25.827,0.749,21.611,0.108,12.679,0.61437805,11.54531393,0.99948583,0.03306316,0.35690922,13.80888005,0.016,4.351,0.013,6.663,0.004,4.936,0.099,9.997,0.14,30.741,0.183,14.319,0.471,42.186,0.346,5.854,0.06779184,22.12530594,0.9989716,0.07187427,0.78560139,46.84307879
8,0.251,31.222,0.261,46.014,0.388,14.291,0.866,57.672,0.433,20.365,0.852,26.144,0.636,27.274,0.085,5.563,0.65524329,9.66199305,0.99951775,0.03157885,0.38252151,12.81691386,0.033,6.55,0.0,10.81,0.0,6.596,0.126,18.353,0.119,47.883,0.159,23.718,0.569,39.944,0.303,7.449,0.06851536,19.53605886,0.99905503,0.04909939,0.61100801,44.27718496
9,0.301,35.116,0.338,48.438,0.526,53.289,0.943,42.493,0.33,30.312,0.852,22.853,0.601,25.131,0.069,7.274,0.70953483,16.89255641,0.99959514,0.02349201,0.37353382,17.98528059,0.04,6.803,0.012,14.512,0.003,9.46,0.171,25.263,0.134,43.513,0.195,27.957,0.558,27.253,0.204,13.005,0.13913416,14.05653824,0.9992498,0.05224416,0.61499119,39.13858557
10,0.361,31.98,0.288,56.348,0.497,44.946,0.813,78.255,0.369,46.447,0.586,48.47,0.522,30.466,0.093,9.556,0.71561902,14.57262146,0.99964412,0.03174483,0.32939958,13.06930806,0.069,14.183,0.038,15.22,0.012,7.786,0.236,33.813,0.203,29.96,0.239,31.792,0.572,40.449,0.154,13.995,0.18792752,15.49116685,0.99935988,0.03280271,0.6263421,28.48615376
11,0.52,42.264,0.488,61.885,0.578,51.42,0.797,50.715,0.386,36.772,0.551,36.45,0.419,24.079,0.067,9.288,0.73790596,6.18152864,0.99966308,0.01751524,0.26881912,12.76571277,0.068,18.643,0.022,33.884,0.015,18.652,0.34,25.923,0.215,26.396,0.273,28.375,0.475,25.967,0.119,11.48,0.2410846,11.39248512,0.99948067,0.0333506,0.6445163,12.1545038
12,0.476,18.124,0.66,45.421,0.521,53.985,0.689,63.421,0.289,35.642,0.487,41.227,0.353,35.98,0.077,5.339,0.72305084,10.80708412,0.99968777,0.01966395,0.27528225,16.07228522,0.113,17.657,0.043,32.997,0.027,20.892,0.452,23.303,0.31,33.406,0.314,30.748,0.394,29.235,0.104,4.582,0.30341259,17.62629104,0.99961616,0.02289234,0.54570138,30.87763279
13,0.59,70.807,0.733,60.446,0.794,46.784,0.639,70.746,0.265,16.702,0.513,50.453,0.316,37.439,0.069,5.717,0.81055263,7.56966531,0.9997114,0.02484259,0.24879999,6.27565893,0.092,20.541,0.052,40.813,0.023,27.865,0.291,45.845,0.299,23.536,0.332,36.096,0.22,36.447,0.113,4.55,0.30508158,16.38550255,0.99968873,0.02726358,0.5351605,27.67461485
14,0.644,54.715,0.394,49.452,0.881,44.442,0.738,76.657,0.297,18.378,0.475,33.738,0.299,20.289,0.063,7.83,0.81654523,11.92715022,0.99972022,0.01901794,0.19108611,13.91753086,0.095,26.976,0.079,24.126,0.032,29.594,0.398,44.631,0.181,20.459,0.291,29.538,0.222,37.071,0.096,5.195,0.35916991,18.37907718,0.99976344,0.03893755,0.47666967,16.75975323
15,0.586,59.367,0.43,42.32,0.764,37.979,0.8,58.801,0.359,13.216,0.457,31.305,0.283,19.224,0.055,3.957,0.87633313,15.09129059,0.99976365,0.01835197,0.23656079,8.8680871,0.074,32.279,0.034,23.933,0.02,29.935,0.332,52.039,0.174,44.818,0.321,20.085,0.175,31.145,0.108,3.927,0.38156176,25.93305517,0.99978777,0.03095817,0.51997238,21.81709105
16,0.717,54.819,0.397,53.918,0.746,29.911,0.861,56.013,0.255,8.123,0.404,39.251,0.278,12.939,0.068,3.791,0.90005465,11.06032261,0.99975949,0.0104024,0.2007233,13.53943735,0.186,41.276,0.078,30.34,0.052,31.998,0.413,45.616,0.176,11.839,0.378,27.167,0.183,36.709,0.102,9.618,0.41662266,18.91799505,0.99981689,0.03127778,0.36516667,33.18580553
17,0.69,90.556,0.447,44.122,0.725,26.429,0.808,68.828,0.281,8.484,0.414,42.34,0.264,19.938,0.058,3.723,0.94064218,14.14983921,0.999764,0.01277306,0.1201647,19.74656945,0.173,34.861,0.076,31.264,0.042,31.699,0.381,35.019,0.154,19.666,0.27,36.003,0.221,24.389,0.102,4.086,0.47000605,15.03317314,0.99983126,0.02482833,0.35444669,30.08230645
