Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,0.263,0.0,0.438,0.0,1.0,0.0,1.0,0.0,0.91796398,0.0,1.0,0.0,0.326,0.0,1.0,0.0,0.437,0.0,0.36934081,0.0,0.0,0.0,0.9733807,0.0
1,1.0,39.484,0.565,18.724,0.306,12.091,0.76885228,2.46390021,0.93035185,1.12856101,0.49185428,30.37041926,0.369,6.728,0.782,6.197,0.392,5.54,0.31454409,0.69280029,0.51151514,36.24146032,0.3516938,40.52977109
2,0.953,56.014,0.609,31.655,0.196,6.674,0.63254108,3.91629585,0.94432695,1.08630141,0.62440163,48.65238122,0.376,12.726,0.773,11.543,0.266,6.685,0.28164999,1.33818581,0.76622742,21.95169173,0.43915541,15.77727242
3,0.434,57.685,0.648,48.113,0.209,16.501,0.56262189,6.58420624,0.96196365,0.96468015,0.38884542,27.42851907,0.35,21.639,0.682,13.465,0.25,4.96,0.26461928,2.39626026,0.84203602,8.77987201,0.66697333,16.33880567
4,0.56,58.576,0.638,48.414,0.211,18.195,0.50415095,7.72581994,0.96814193,0.73923258,0.47783846,24.90863378,0.357,22.06,0.668,10.672,0.263,9.011,0.23693981,3.00260832,0.88355629,7.16193665,0.43824389,46.1232794
5,0.32,57.067,0.391,60.294,0.223,20.812,0.44228416,3.77175259,0.97507466,0.88523749,0.52509017,16.61466997,0.378,12.657,0.707,14.922,0.162,15.585,0.22012076,2.29513403,0.90529366,5.4256744,0.63490067,56.21285752
6,0.501,52.101,0.426,52.463,0.255,16.835,0.3994336,5.07993836,0.97811357,0.44244323,0.30850771,50.95232973,0.275,16.697,0.693,13.766,0.153,17.595,0.20187194,3.12682937,0.91718899,4.62989766,0.43775498,50.16320021
7,0.642,30.112,0.249,47.476,0.213,18.129,0.35915649,4.52062065,0.9843869,0.5797802,0.60415761,10.02288581,0.28,21.591,0.633,11.449,0.179,12.152,0.18715839,2.25838739,0.94293576,2.23735587,0.37276393,39.63021352
8,0.637,41.891,0.192,53.949,0.197,15.087,0.32241242,5.1870264,0.98698134,0.40212783,0.7477487,65.95955905,0.293,13.961,0.625,7.848,0.15,10.088,0.16925311,0.60456414,0.9466384,3.44136311,0.19338524,56.364673
9,0.398,38.243,0.229,36.484,0.129,17.323,0.30053289,6.36256482,0.98979775,0.29570923,0.66853262,37.84651283,0.304,12.415,0.629,8.994,0.129,9.718,0.15891337,1.7716986,0.95913375,2.30429617,0.19544658,15.49869281
10,0.238,67.158,0.205,54.559,0.148,19.291,0.28166312,3.58253483,0.9919488,0.11165717,0.84648691,35.52842204,0.314,16.139,0.54,9.714,0.105,10.187,0.14019524,2.47867961,0.9737526,1.49553101,0.12926899,13.15822195
11,0.386,57.883,0.233,27.023,0.095,14.918,0.2570151,2.65357474,0.99267842,0.0816839,0.62830819,71.16424228,0.194,24.979,0.522,7.865,0.112,5.93,0.12811049,2.12214248,0.9816353,1.55858289,0.21209771,13.7530652
12,0.479,74.603,0.0,38.29,0.07,17.401,0.23304066,3.33130266,0.99364783,0.12680582,0.51054367,64.54398043,0.185,21.411,0.548,9.854,0.104,8.911,0.1250659,2.61949068,0.98361353,1.3421813,0.18147154,14.34484689
13,0.387,33.437,0.061,37.895,0.14,9.846,0.21207533,3.73418969,0.99499581,0.12010909,0.58712124,59.58009648,0.174,10.894,0.516,7.427,0.117,7.019,0.11325312,1.45965071,0.984631,0.69681095,0.36627737,29.53579262
14,0.398,44.94,0.022,80.456,0.156,24.037,0.17665841,5.46805322,0.99555154,0.04598601,0.29814675,68.33887515,0.181,16.378,0.515,9.715,0.083,4.641,0.11011767,1.43307432,0.98725407,0.46501769,0.13441038,13.14098342
15,0.251,33.309,0.242,16.72,0.196,12.606,0.15042953,7.00389757,0.99595658,0.03240353,0.1989301,44.08149082,0.207,17.52,0.448,7.901,0.084,7.264,0.09870731,1.31231204,0.98822942,0.45888802,0.06925295,18.12884888
16,0.302,31.588,0.228,16.021,0.24,12.1,0.13991097,2.66193919,0.99642481,0.02675992,0.10324806,34.66125272,0.185,14.472,0.416,10.322,0.083,10.531,0.09236008,1.39247867,0.98969622,0.33524154,0.08351384,18.21682169
17,0.351,20.971,0.298,47.004,0.225,11.521,0.12950151,4.0885324,0.99682283,0.04085545,0.02052946,36.30944932,0.197,7.172,0.376,8.469,0.06,11.78,0.08631127,1.40114446,0.9909875,0.29433208,0.16586897,9.7763521
18,0.285,34.955,0.256,43.546,0.188,7.412,0.11734943,5.09036623,0.99737747,0.03491481,0.29499444,39.01307086,0.171,8.369,0.396,15.856,0.109,9.783,0.07795312,1.84408057,0.99202009,0.19604137,0.12004274,16.77485675
19,0.325,25.335,0.244,31.058,0.216,7.869,0.10507196,4.88728913,0.99766155,0.04533794,0.00520638,13.2789256,0.132,17.28,0.41,7.697,0.09,7.588,0.07336837,1.68926507,0.99246996,0.22161316,0.05891699,10.18968449
20,0.3,18.83,0.238,14.636,0.203,10.083,0.09147564,2.96973292,0.99784084,0.04817325,0.14178017,30.13371043,0.137,12.882,0.368,8.805,0.084,3.481,0.06742436,1.09778666,0.99345233,0.20543839,0.16691953,30.25364218
21,0.317,25.182,0.245,10.582,0.211,11.835,0.0855753,1.76455263,0.99800502,0.05570707,0.15816034,18.20816745,0.126,16.294,0.396,7.388,0.091,3.63,0.06303731,1.19116402,0.99386115,0.19930872,0.06672976,6.73337786
22,0.294,27.312,0.192,9.779,0.171,10.73,0.07549456,2.72376269,0.99804445,0.04471687,0.11686724,13.64298099,0.08,15.206,0.368,13.32,0.115,5.86,0.05853238,1.34918226,0.99429536,0.17392596,0.13688202,10.44774064
23,0.219,15.382,0.231,26.653,0.178,15.875,0.06949149,2.02655739,0.99821943,0.03472579,0.10167289,10.86581586,0.065,21.92,0.335,13.362,0.108,4.702,0.05790569,0.88131777,0.99460859,0.26857127,0.05771789,12.69440468
