Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.0,0.0,0.947,0.0,0.858,0.0,1.0,0.0,1.0,0.0,0.00077575,0.0,0.529,0.0,1.0,0.0,1.0,0.0,0.4936801,0.0,0.938304,0.0,0.00065028,0.0
1,0.593,5.921,0.612,4.195,0.505,15.463,0.00335837,0.02037487,0.0271228,0.0,0.00096199,0.00512138,0.414,1.916,0.848,4.231,0.454,20.846,0.00255047,0.01480329,0.0,0.0,0.00098598,0.00590508
2,0.42,6.066,0.422,3.034,0.408,10.707,0.00296566,0.01720079,0.02916549,0.71553588,0.00115871,0.00634328,0.348,1.554,0.763,4.576,0.512,11.876,0.00224443,0.01169564,0.0,0.27267668,0.00107427,0.00749499
3,0.347,5.991,0.292,2.648,0.37,17.529,0.00260439,0.0137964,0.03214753,1.11393244,0.00121582,0.00878647,0.295,6.767,0.666,7.878,0.427,5.876,0.00209759,0.01644341,0.00181784,2.09689742,0.00111728,0.01094562
4,0.225,4.121,0.251,4.554,0.49,25.491,0.00201111,0.02871812,0.03643126,0.74635426,0.00132836,0.01152318,0.268,2.081,0.597,7.309,0.454,15.447,0.00193213,0.01885048,0.00830466,2.32844233,0.0011183,0.00310358
5,0.176,2.363,0.2,8.554,0.471,11.005,0.00153944,0.04638114,0.03592111,0.85200356,0.00144219,0.00990576,0.237,4.077,0.56,6.928,0.476,24.325,0.00176365,0.02880707,0.02295008,1.99606313,0.00117184,0.01038904
6,0.14,2.08,0.161,8.318,0.555,12.757,0.00104488,0.05053072,0.03851602,0.50234665,0.00149816,0.01129885,0.22,1.567,0.428,11.778,0.448,24.617,0.00159917,0.01671753,0.02295018,1.1449728,0.00117732,0.0090468
7,0.12,2.089,0.162,8.498,0.48,16.244,0.00097224,0.03579293,0.03923975,0.51610657,0.00152954,0.00757348,0.183,3.889,0.409,5.868,0.454,9.919,0.00136988,0.02490756,0.0264591,1.08403936,0.00114056,0.00795697
8,0.098,1.626,0.099,12.225,0.487,14.132,0.00055475,0.04604755,0.04081362,0.63103336,0.00153965,0.01111071,0.162,3.203,0.325,10.686,0.492,10.235,0.00119616,0.0197754,0.03091231,1.25624666,0.00119131,0.00957097
9,0.095,1.395,0.069,8.304,0.406,11.841,0.00047656,0.05251398,0.04201663,0.34777846,0.00158041,0.01798685,0.141,3.994,0.261,11.737,0.485,10.867,0.0010824,0.03094208,0.03509857,1.29805917,0.00123992,0.0122728
10,0.083,0.594,0.084,3.669,0.426,8.305,0.00046031,0.01075624,0.04331263,0.27624053,0.00157268,0.01765924,0.132,2.832,0.177,3.96,0.448,20.046,0.00106011,0.02644947,0.03783604,0.77363294,0.00121935,0.03001384
11,0.081,0.798,0.062,3.028,0.404,21.94,0.0003992,0.02613038,0.04396657,0.37194602,0.00164272,0.01777621,0.121,1.8,0.145,8.108,0.395,18.249,0.00085818,0.01744605,0.03518648,1.04867468,0.00129467,0.020043
12,0.076,0.648,0.051,3.266,0.436,15.501,0.00022747,0.02453181,0.04409464,0.37659523,0.00158217,0.01452665,0.113,2.018,0.148,6.228,0.348,18.836,0.00075175,0.01670262,0.03605228,0.89774054,0.00129917,0.01825774
13,0.07,0.536,0.041,3.081,0.428,22.681,0.00025966,0.01767674,0.04409464,0.37968445,0.00159957,0.00888265,0.1,2.233,0.135,1.581,0.411,16.325,0.00063938,0.03276103,0.03933952,0.80883192,0.00138099,0.01814399
14,0.069,0.944,0.035,1.788,0.343,23.759,0.00019354,0.01387916,0.04409465,0.37460432,0.00159298,0.00907827,0.096,1.874,0.11,4.328,0.45,15.133,0.00053884,0.02195455,0.04086891,0.91422409,0.00136236,0.03053674
15,0.065,0.644,0.031,2.166,0.373,21.03,0.00017465,0.01566767,0.04417372,0.35076282,0.00153857,0.01070493,0.088,2.046,0.1,5.735,0.448,9.492,0.00044751,0.02289748,0.04107082,0.5121083,0.00136333,0.01905626
16,0.062,0.548,0.025,3.154,0.448,32.622,0.0001046,0.0111358,0.04386879,0.37812192,0.00149185,0.02538221,0.079,2.569,0.075,3.215,0.471,16.715,0.0004259,0.01558747,0.04107082,0.46536249,0.00133366,0.02113687
17,0.059,0.565,0.024,2.24,0.423,21.504,8.444e-05,0.01104039,0.04288972,0.36526024,0.00153286,0.02607744,0.075,1.901,0.06,2.682,0.487,12.934,0.00038066,0.01286231,0.04125977,0.49013124,0.00135092,0.01988991
18,0.056,0.505,0.017,1.684,0.436,26.735,9.513e-05,0.01241397,0.0439998,0.28676636,0.001586,0.02334138,0.072,2.002,0.044,2.471,0.512,23.025,0.00038337,0.01165705,0.04177134,0.52462621,0.00137187,0.01685587
19,0.052,0.577,0.023,1.954,0.464,9.186,7.264e-05,0.00935523,0.04481723,0.27011097,0.00153385,0.02447686,0.065,1.96,0.042,2.928,0.616,21.785,0.00035875,0.01507791,0.04193627,0.50423854,0.00137093,0.01621229
20,0.051,0.875,0.022,2.017,0.485,23.316,8.558e-05,0.01184271,0.04481725,0.26141881,0.00153675,0.01899724,0.063,1.564,0.041,2.493,0.512,13.945,0.00035332,0.01362685,0.04144044,0.49654129,0.00135341,0.01301479
21,0.048,0.728,0.016,2.025,0.586,16.211,6.448e-05,0.01074714,0.04481725,0.26237381,0.00154801,0.02435304,0.06,1.839,0.031,2.149,0.522,15.619,0.00033381,0.02321634,0.04231852,0.49477597,0.00134984,0.00721988
22,0.048,0.419,0.014,1.809,0.448,11.236,3.872e-05,0.01108661,0.04481725,0.26366168,0.00151988,0.01931496,0.061,1.792,0.033,2.161,0.503,3.2,0.00031168,0.01715923,0.04231852,0.49289946,0.00127365,0.01342111
23,0.048,0.332,0.012,1.382,0.448,2.489,3.824e-05,0.01253698,0.04455332,0.30179994,0.00156784,0.02168762,0.058,1.797,0.027,1.494,0.455,12.959,0.00025715,0.01526248,0.04276257,0.50698116,0.00132498,0.01312434
24,0.046,0.345,0.012,1.583,0.448,7.817,3.869e-05,0.01198649,0.04455331,0.30179994,0.00153633,0.02170224,0.053,1.084,0.025,1.387,0.496,26.94,0.00020996,0.01384831,0.04366435,0.18952639,0.00134718,0.01067007
25,0.045,0.377,0.011,1.338,0.416,13.251,6.725e-05,0.01128727,0.04458262,0.24074169,0.00156996,0.0239272,0.055,1.057,0.021,1.01,0.496,28.743,0.00019838,0.01334704,0.04332852,0.17576092,0.00134339,0.01963901
26,0.042,0.402,0.01,1.659,0.464,12.931,7.859e-05,0.01188346,0.04457905,0.22143159,0.001573,0.02881733,0.051,1.076,0.02,0.777,0.543,26.692,0.00019082,0.01674766,0.04331586,0.4122184,0.00135733,0.01022078
27,0.042,0.491,0.009,1.337,0.448,8.577,7.937e-05,0.01312025,0.04498764,0.14207316,0.00154449,0.02871867,0.047,1.13,0.018,1.035,0.616,25.198,0.00019093,0.00945547,0.0433197,0.42224779,0.0013653,0.01440862
28,0.041,0.727,0.008,1.52,0.441,11.434,5.054e-05,0.0107729,0.04494807,0.43921727,0.00152645,0.02369276,0.045,1.105,0.017,1.168,0.555,25.277,0.00018308,0.01001866,0.04298005,0.39837835,0.00136142,0.01153021
29,0.039,0.68,0.007,1.281,0.436,9.154,4.443e-05,0.01065268,0.04503613,0.12213704,0.00153619,0.02355648,0.045,1.113,0.013,0.984,0.616,26.077,0.00017717,0.00994537,0.04325443,0.39461424,0.00138513,0.01180256
30,0.038,0.753,0.006,1.712,0.496,14.665,4.42e-05,0.01086882,0.04507706,0.43911786,0.00154979,0.02488472,0.044,1.253,0.012,0.954,0.564,21.892,0.00017336,0.00877406,0.04325444,0.39461424,0.00136324,0.01782189
31,0.037,0.93,0.005,1.979,0.496,25.49,3.2e-05,0.01094698,0.04463062,0.18736939,0.00150983,0.02754251,0.043,1.443,0.012,1.536,0.509,19.662,0.00017525,0.00838393,0.04273933,0.46357029,0.00141437,0.0184674
32,0.036,0.931,0.005,1.255,0.423,23.624,6.013e-05,0.01125538,0.04463062,0.18672185,0.00155091,0.02194006,0.043,1.45,0.01,0.944,0.512,28.942,0.00016715,0.0085401,0.04334691,0.30332459,0.00141228,0.009006
33,0.037,0.689,0.005,1.135,0.436,17.776,8.031e-05,0.01123233,0.04463062,0.19518288,0.00163253,0.01815045,0.042,1.378,0.01,1.313,0.564,31.483,0.00015837,0.0103638,0.04334691,0.30332128,0.00141364,0.0088044
34,0.036,0.649,0.004,1.141,0.436,21.029,7.823e-05,0.00995269,0.04487701,0.15959739,0.00169652,0.02184644,0.041,1.282,0.008,1.218,0.555,12.023,0.00015099,0.00814333,0.04334692,0.30061322,0.00144422,0.01244502
35,0.034,0.981,0.004,0.806,0.448,19.433,0.00010108,0.00939516,0.04487701,0.15960372,0.00166013,0.02099083,0.041,1.151,0.006,1.126,0.522,20.287,0.00013871,0.00627588,0.04386659,0.31964351,0.00144176,0.01803985
36,0.033,0.817,0.004,0.738,0.464,8.959,9.934e-05,0.00963042,0.04487701,0.15960381,0.00164942,0.02007195,0.041,1.227,0.006,1.413,0.512,17.714,0.00013926,0.00668028,0.04398363,0.30938181,0.00143399,0.01106266
37,0.033,0.859,0.003,0.683,0.464,8.266,6.197e-05,0.00837211,0.04488981,0.1421861,0.00157871,0.01429588,0.04,1.255,0.006,1.108,0.496,11.902,0.00013253,0.00622507,0.04407355,0.32193467,0.00145387,0.01142015
38,0.032,1.065,0.004,0.918,0.464,11.252,6.631e-05,0.00771865,0.04488981,0.14728413,0.00160049,0.00882829,0.037,1.342,0.006,1.174,0.48,38.872,0.00013658,0.00916925,0.04431792,0.32605512,0.00141416,0.00847717
39,0.032,1.117,0.003,1.094,0.48,9.599,6.707e-05,0.00751593,0.04488982,0.14728413,0.00162325,0.00728915,0.036,1.218,0.005,0.998,0.464,26.61,0.0001367,0.01070935,0.04449367,0.21404395,0.00142442,0.0128663
40,0.033,1.133,0.003,1.123,0.448,5.599,5.731e-05,0.00819104,0.04488982,0.14728413,0.00159396,0.01084513,0.034,1.189,0.007,0.769,0.512,38.808,0.00013262,0.00909397,0.04450038,0.2215273,0.00140279,0.01654909
41,0.032,1.207,0.003,1.211,0.448,10.132,5.718e-05,0.0086508,0.04488982,0.14835071,0.00160242,0.00797166,0.034,1.207,0.006,0.804,0.512,16.905,0.00013273,0.00906867,0.04450038,0.24541095,0.00139739,0.02148484
42,0.032,1.403,0.003,1.367,0.436,13.581,3.855e-05,0.00827508,0.04488982,0.1962551,0.00160953,0.00624933,0.033,1.071,0.006,0.734,0.522,22.516,0.00013212,0.00644469,0.04450079,0.24678499,0.00139236,0.01916585
43,0.032,1.33,0.003,1.361,0.464,8.799,3.771e-05,0.00877645,0.04488982,0.19724739,0.00164498,0.01104479,0.033,1.175,0.008,0.694,0.512,23.316,0.00012683,0.00794281,0.04450079,0.24232427,0.00140882,0.01671574
44,0.031,1.402,0.004,1.042,0.464,5.599,3.913e-05,0.00864468,0.04488982,0.23304688,0.00163177,0.01134391,0.032,1.156,0.007,0.981,0.522,22.516,0.00012587,0.00841728,0.04450079,0.24639935,0.00141185,0.01644066
45,0.029,1.392,0.004,1.059,0.448,6.399,3.894e-05,0.00785991,0.04488982,0.22876043,0.00164183,0.01011543,0.031,0.996,0.008,0.804,0.598,42.751,0.00012657,0.00865975,0.04450079,0.19992585,0.00141715,0.01983571
46,0.026,1.176,0.004,0.86,0.464,8.266,3.748e-05,0.00806692,0.04507238,0.22735699,0.00166071,0.01007248,0.031,1.079,0.006,1.039,0.532,52.088,0.00012274,0.00980185,0.04457404,0.19643113,0.0014162,0.01460861
47,0.027,1.031,0.004,0.682,0.48,6.399,3.689e-05,0.00677363,0.04507238,0.22735699,0.00167035,0.00783904,0.03,1.315,0.006,1.009,0.624,47.259,0.00011108,0.00977152,0.04449551,0.15826239,0.00141077,0.01312127
48,0.026,0.985,0.004,0.468,0.464,6.399,1.462e-05,0.00504827,0.04539269,0.2234558,0.00160394,0.01150237,0.03,1.126,0.005,0.966,0.614,47.259,0.00011131,0.00974924,0.04449509,0.15826347,0.00146027,0.01400027
49,0.026,1.005,0.004,0.621,0.448,6.399,1.365e-05,0.00491338,0.04546278,0.2234558,0.00162503,0.01187422,0.029,0.989,0.006,1.151,0.633,50.535,0.0001079,0.01023034,0.04449509,0.15826434,0.00147819,0.02132064
50,0.024,0.865,0.003,0.588,0.464,6.399,1.208e-05,0.00472362,0.04546278,0.2234555,0.00162835,0.01011851,0.029,1.232,0.007,1.111,0.69,43.603,0.00010668,0.01072032,0.04448399,0.17574534,0.0014827,0.01767865
51,0.024,0.968,0.003,0.514,0.448,5.599,1.102e-05,0.00457074,0.04546278,0.20671716,0.00163192,0.0134676,0.028,1.194,0.006,1.104,0.76,49.914,0.00010934,0.00765344,0.04448399,0.17574534,0.00141417,0.02387349
52,0.024,1.132,0.003,0.453,0.448,9.332,1.052e-05,0.00426933,0.04546278,0.16255108,0.00162312,0.01009005,0.029,1.268,0.005,1.063,0.718,44.262,0.00010701,0.00539382,0.04447758,0.17574534,0.00142708,0.02424864
53,0.023,1.125,0.004,0.502,0.448,8.532,2.533e-05,0.00501385,0.04546278,0.17426402,0.00162894,0.01381636,0.028,1.291,0.006,0.949,0.583,45.005,9.763e-05,0.00593121,0.04447758,0.17636474,0.00145259,0.02299856
54,0.023,1.139,0.004,0.489,0.448,8.532,2.472e-05,0.00428282,0.04546279,0.174342,0.00161329,0.00886979,0.027,1.312,0.005,0.961,0.573,25.864,9.726e-05,0.00683162,0.04447758,0.19500491,0.00145626,0.02009999
