Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,1.0,0.0,0.901,0.0,0.679,0.0,1.0,0.0,0.42624121,0.0,0.08869239,0.0,0.47,0.0,1.0,0.0,1.0,0.0,0.31211296,0.0,0.18123755,0.0,0.0,0.0
1,0.566,3.185,0.627,1.982,0.689,16.273,0.63040651,5.4812526,0.58356641,8.54693793,0.42148855,17.28492576,0.382,0.916,0.797,5.012,0.661,18.494,0.22726744,1.61141281,0.0,40.88045766,0.23976921,27.76915552
2,0.365,1.709,0.437,5.272,0.628,13.727,0.44296724,5.42275702,0.6391389,11.21000477,0.65506065,17.12738496,0.346,1.774,0.729,5.955,0.615,15.639,0.19668018,3.32224895,0.22745614,17.67020809,0.25312341,28.71983659
3,0.289,3.278,0.263,14.308,0.684,9.551,0.3431258,8.49616536,0.71858213,8.16887129,0.81237547,32.04304474,0.308,2.373,0.608,4.162,0.584,7.107,0.16872353,1.59219941,0.43733606,22.94934489,0.32775403,16.42404592
4,0.257,2.013,0.156,8.618,0.673,16.414,0.22661855,9.06405474,0.75585559,5.92491641,0.79220108,23.04342019,0.288,2.228,0.532,7.391,0.569,21.769,0.1467282,2.5501504,0.50678626,18.85459788,0.38760371,22.19094575
5,0.25,2.823,0.103,3.961,0.691,22.75,0.1512069,9.46512888,0.77260755,5.86047381,0.65309287,24.75593653,0.274,1.822,0.472,6.821,0.561,23.363,0.13011002,2.54031168,0.60518616,16.08305125,0.39137282,20.90481601
6,0.222,2.771,0.071,4.772,0.67,12.602,0.10225095,6.88808907,0.79623444,4.70055597,0.61691237,34.51141852,0.256,1.887,0.394,16.841,0.626,16.847,0.11832571,1.7921351,0.62135867,20.60034905,0.37660798,48.85092177
7,0.207,2.04,0.051,2.157,0.643,25.134,0.08770368,2.62692631,0.80594609,5.46758234,0.62257382,34.39285301,0.246,0.63,0.305,9.923,0.541,15.758,0.11952968,4.1240718,0.63557135,17.0768634,0.41635258,44.79778256
8,0.195,1.278,0.043,3.417,0.637,10.115,0.08089508,2.07613955,0.81420717,4.10976108,0.5688069,20.54047286,0.237,1.557,0.276,12.139,0.475,8.199,0.09336871,3.40548298,0.69831792,11.70400866,0.45057454,16.50687796
9,0.187,1.147,0.037,3.285,0.688,19.67,0.05871344,1.61821585,0.82318159,4.27643716,0.34077492,43.07285748,0.229,2.7,0.245,9.339,0.492,8.818,0.0892575,2.55606283,0.78876654,6.06145779,0.34002394,31.96662894
10,0.18,1.387,0.029,2.914,0.658,22.944,0.05612017,0.91284053,0.83183993,4.28513236,0.33619348,57.75968317,0.214,2.772,0.223,7.97,0.522,18.292,0.08158828,1.93564239,0.7996085,6.43265887,0.14565353,27.57760473
11,0.177,1.184,0.024,1.959,0.593,30.277,0.05269798,1.36080251,0.83523179,4.24274318,0.46100126,54.94493677,0.202,1.071,0.165,5.353,0.583,2.909,0.06703652,2.55411022,0.80668966,10.0814889,0.32821697,19.76995946
