Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,8937.85,0.0,0.374,0.0,0.205,0.0,8387.50680861,0.0,2189882.6183,0.0,0.82744318,0.0,3878.975,0.0,0.411,0.0,0.333,0.0,2564.01537933,0.0,2191107.9954,0.0,0.86708715,0.0
1,3439.747,2862.372,0.22,0.236,0.188,0.193,2667.67747591,3084.23196369,2076955.8735,70353.35165,0.84282714,0.2564996,3529.004,797.277,0.349,0.109,0.192,0.13,2016.09921932,735.016558,2002573.1222,90258.00265,0.72842252,0.24284192
2,4671.606,1616.021,0.356,0.176,0.213,0.15,3301.7962974,1545.36612351,2007603.2271,93843.858325,0.66457706,0.37709056,4371.634,2101.347,0.297,0.11,0.096,0.234,3204.46728972,2335.23774009,2021986.70635,50231.22555,0.73610994,0.20638451
3,4233.82,1827.165,0.331,0.236,0.147,0.166,3103.72110449,1791.37337191,2005729.4269,165748.9916,0.71988896,0.1757156,4401.796,1667.367,0.251,0.088,0.144,0.193,3591.21676504,2615.86327846,2078037.2703,96043.276175,0.79131555,0.10788111
4,3885.382,4271.692,0.283,0.178,0.128,0.079,3435.99511418,4359.36930195,2087059.69375,80305.843275,0.53634776,0.42554456,4150.237,1250.164,0.228,0.086,0.235,0.144,2911.53280946,1744.86760671,2071377.93105,86401.2645,0.72514512,0.29254393
5,5410.278,2419.92,0.293,0.108,0.111,0.246,3653.3626142,2049.54766297,2078234.1507,162935.44805,0.71976359,0.36279652,4691.897,3228.911,0.358,0.137,0.047,0.096,3628.95859782,1694.94211023,2053441.6117,117527.593575,0.7610567,0.40386531
6,4084.18,2151.11,0.289,0.19,0.163,0.169,3534.3243693,3568.22237713,2060515.8079,63712.91655,0.63069626,0.08380239,4876.423,3783.108,0.268,0.115,0.138,0.137,3901.48785738,3457.92964296,2063982.9669,93037.294625,0.60401851,0.29600377
7,6108.698,2514.993,0.259,0.09,0.141,0.25,4838.81946844,1350.31745314,2090212.3223,43353.3839,0.79749974,0.16892301,4522.359,2347.507,0.174,0.153,0.179,0.108,2851.85066565,2627.3598219,2053242.5616,137747.102675,0.8370005,0.16788319
8,6007.571,4873.135,0.257,0.123,0.206,0.322,4652.46973511,4125.05643181,2090740.84805,124426.95135,0.77073628,0.33779959,5180.706,3935.938,0.241,0.208,0.186,0.151,3355.20912305,3248.58260277,2065338.2251,60850.209225,0.76187658,0.20197488
9,6901.761,4015.555,0.29,0.087,0.153,0.145,5152.35717128,2918.49017744,2033776.54415,141241.643175,0.67524582,0.14449044,4691.374,3662.02,0.347,0.129,0.144,0.272,3770.2059956,3650.99087324,2050924.3068,72845.575225,0.70474412,0.2456956
10,4365.119,2329.407,0.256,0.116,0.139,0.224,3024.96421595,2389.47839493,2084040.7447,106211.26435,0.75325579,0.27637046,5270.783,6665.105,0.336,0.187,0.221,0.17,4466.27497288,6761.92031977,2055245.6838,150510.31655,0.69735628,0.34034419
11,4082.337,2670.107,0.236,0.198,0.157,0.179,2980.61914295,3260.00851012,2085338.0256,121835.158075,0.76239917,0.41419561,6116.609,1915.053,0.203,0.084,0.141,0.217,5006.1682545,3194.5284405,2098319.36515,85999.82035,0.61198772,0.2438678
12,7873.896,4174.64,0.348,0.151,0.101,0.186,6083.5839172,2585.67063008,2024751.76915,60384.093775,0.6858519,0.28864383,3865.644,3234.251,0.271,0.249,0.202,0.204,4177.10585794,4088.51268258,2094405.56,123341.85535,0.76924729,0.25555913
13,4019.134,596.604,0.391,0.166,0.243,0.193,3708.63732557,2175.03206266,2002193.33415,94914.53595,0.652403,0.40260205,3997.164,2856.43,0.227,0.124,0.233,0.162,4332.31363223,3783.34250093,2085958.17315,90686.223625,0.81758401,0.33124514
14,5357.456,1734.006,0.216,0.12,0.05,0.375,4382.17236438,4516.23756404,2085888.49245,83392.44005,0.6679342,0.27289778,4778.01,3491.611,0.265,0.13,0.236,0.248,3791.35016093,4251.24266021,2053099.2045,109233.5741,0.67378724,0.26133746
15,4336.088,2925.429,0.349,0.269,0.259,0.188,3197.81012722,3214.09691132,2053432.921,78817.204025,0.63759731,0.39345075,4130.737,2289.262,0.306,0.133,0.18,0.187,3491.30658916,3406.44536963,2076324.3599,80918.90725,0.81588736,0.24189565
16,3667.131,854.146,0.303,0.12,0.187,0.184,2335.97657201,1242.47605514,2022640.75775,102752.199975,0.706432,0.34187184,4525.554,2073.936,0.393,0.122,0.135,0.171,3833.99162054,3341.43172896,2044112.22625,35772.99345,0.84650056,0.41658599
17,4647.934,2849.779,0.209,0.101,0.08,0.2,3839.50636843,3464.43581964,2106210.44605,47058.077775,0.55748053,0.23379678,5837.251,4012.728,0.306,0.201,0.166,0.261,4739.25770339,3981.92127199,2045746.27405,119985.986875,0.7259939,0.23981723
18,5721.493,6146.817,0.304,0.177,0.317,0.196,5239.57891567,6356.71717278,2053398.85305,107072.605775,0.75948123,0.16221626,4584.035,2942.16,0.244,0.133,0.275,0.25,3877.78393114,2807.49689784,2085294.8976,48033.57525,0.62385349,0.38872475
19,4510.24,3319.064,0.255,0.262,0.104,0.319,3208.78113597,2626.37760481,2030121.30015,104654.601,0.76888755,0.18449293,5099.622,2691.189,0.28,0.253,0.156,0.216,3945.3373259,2286.08167348,2032624.72255,68460.16395,0.67227425,0.22656771
20,3776.823,736.723,0.299,0.251,0.234,0.198,2835.15698729,2364.86657377,2068358.52465,140653.703625,0.64823053,0.22470865,3727.831,3323.954,0.278,0.121,0.097,0.15,3119.99809349,3731.50563289,2085707.60325,60810.168725,0.705191,0.24932484
21,5092.962,5023.609,0.269,0.082,0.239,0.242,4875.3889709,5456.85291685,2063810.417,41222.982425,0.74335419,0.45832561,5042.962,1719.75,0.228,0.236,0.147,0.113,3979.71335611,1000.01818525,2075584.468,116181.359425,0.81156877,0.20296713
22,5416.424,4126.152,0.336,0.196,0.105,0.246,4102.53855852,4168.01699514,2023772.6342,113055.027325,0.82159726,0.38661097,5597.238,1932.328,0.401,0.221,0.184,0.227,3755.2280726,1663.3461662,2010154.88695,46169.357425,0.62834865,0.19981442
23,4002.93,4303.683,0.411,0.17,0.277,0.175,3973.04124087,3751.32579679,2053347.5673,115489.297075,0.84514931,0.19832022,4206.694,1584.331,0.31,0.136,0.21,0.307,3128.53264885,1931.66243344,1999346.59035,133868.3786,0.69296081,0.27909201
24,6135.315,5152.127,0.259,0.173,0.217,0.072,5906.12180522,4842.48745379,2064061.88695,134410.231625,0.78704247,0.46291223,6652.608,3128.503,0.313,0.093,0.177,0.269,5580.43663765,3270.54890004,2070536.90145,86983.7829,0.75823889,0.40858925
25,4164.235,1714.921,0.286,0.131,0.151,0.384,3176.71798459,1764.3307562,2077546.7925,128550.29565,0.77125281,0.28246908,3987.145,1120.409,0.3,0.186,0.24,0.141,2739.20823945,1616.65737782,2036865.6843,95857.97545,0.79592503,0.27834502
26,5091.429,3835.332,0.307,0.104,0.222,0.199,3813.50415755,3174.17186431,2064466.3932,133969.25435,0.66203903,0.31038187,4628.523,2548.941,0.268,0.202,0.18,0.146,4992.56990265,3231.69392064,2086520.0942,139988.584375,0.66700579,0.19341344
27,5614.825,3721.364,0.245,0.127,0.167,0.147,4149.84398567,3405.6952438,2076010.30885,32991.17405,0.59921104,0.30620765,4888.949,5569.806,0.359,0.127,0.138,0.162,5277.28109571,6028.04450452,2073088.87405,91978.946875,0.5414266,0.26756572
28,4565.027,1942.397,0.266,0.15,0.255,0.295,3492.75383236,3376.95025412,2080773.1922,116782.913975,0.77087352,0.1653231,6015.153,1661.411,0.28,0.24,0.3,0.338,4514.05836007,1985.23835484,2019497.46375,77329.141725,0.69509793,0.30990532
