Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,8418.449,0.0,0.385,0.0,0.178,0.0,8584.39559427,0.0,2177913.0334,0.0,0.75159051,0.0,4072.137,0.0,0.443,0.0,0.2,0.0,2591.55569631,0.0,2137254.4907,0.0,0.72951378,0.0
1,4781.31,368.555,0.283,0.017,0.155,0.042,5198.59088578,246.62651766,2173726.1054,6385.461775,0.96671636,0.04747478,3393.092,144.803,0.345,0.026,0.158,0.041,2019.89444336,49.02678982,2161096.23145,43940.705875,0.91075217,0.14514316
2,3397.072,96.144,0.216,0.038,0.163,0.041,3804.08258571,614.42324676,2178200.0204,3100.0358,1.087723,0.11176241,3076.14,172.474,0.313,0.027,0.122,0.08,1705.74721679,214.63282874,2172379.38375,24859.803875,0.91835578,0.08085832
3,2683.536,142.636,0.144,0.043,0.159,0.057,2722.16523372,723.37600172,2181923.44835,4312.359975,1.14872423,0.08804254,2769.786,85.809,0.269,0.026,0.122,0.054,1538.37142972,161.09204704,2178178.7769,10311.348375,0.95089147,0.14007586
4,2375.731,46.394,0.085,0.033,0.155,0.078,1976.55128237,333.16852667,2185676.7504,5674.145875,1.19085655,0.0641917,2626.81,118.747,0.229,0.032,0.125,0.021,1389.72990073,78.03943336,2179458.00225,7131.359425,0.90256263,0.09442223
5,2259.99,116.706,0.055,0.009,0.167,0.051,1559.59333419,318.39790705,2188109.637,5212.2781,1.10628697,0.10098117,2496.772,180.572,0.205,0.045,0.126,0.03,1314.85261389,196.23470354,2181168.9586,7390.20235,0.96695233,0.14280947
6,2037.117,135.738,0.05,0.029,0.167,0.075,1192.9794458,1049.83382852,2189082.831,4242.54755,1.0609517,0.21594261,2418.559,171.354,0.204,0.081,0.118,0.048,1153.82064545,121.1759105,2184752.8027,2460.5601,0.95769922,0.08111132
7,1952.625,111.901,0.035,0.015,0.161,0.038,1019.85100392,1055.13235276,2189592.41045,3451.93895,1.19494324,0.24384348,2178.239,152.614,0.154,0.097,0.14,0.041,1044.73067467,201.83200931,2185581.6479,2434.52605,0.99892694,0.08003539
8,1892.099,125.563,0.029,0.015,0.138,0.022,922.739097,1145.97466875,2189858.7528,2800.899375,1.17106929,0.27002811,2034.964,222.161,0.12,0.051,0.129,0.023,962.45504137,170.86281471,2186634.741,5306.71255,1.00621615,0.11898444
9,1794.519,132.415,0.027,0.017,0.148,0.023,832.53448446,775.86899758,2190116.15175,2553.870075,1.13173017,0.22988256,1944.513,97.692,0.102,0.028,0.131,0.034,874.57401017,99.6796021,2190174.17855,5560.227875,1.03799985,0.06605848
10,1750.392,87.087,0.021,0.013,0.125,0.02,805.40656387,814.13781768,2190118.13655,3279.02085,1.14303349,0.20785029,1866.379,164.169,0.096,0.039,0.122,0.019,683.11302842,240.64378347,2190509.61495,6429.693625,1.002062,0.16845001
11,1702.093,64.944,0.017,0.003,0.127,0.017,696.47485835,673.89010099,2190118.89945,3269.398525,1.0829312,0.23170322,1859.493,154.072,0.074,0.066,0.128,0.021,739.47077209,156.75848124,2190740.4061,6107.3959,1.05964189,0.19047642
12,1680.748,35.646,0.017,0.003,0.125,0.018,692.60994614,667.6983362,2191252.16495,4875.180625,1.08370605,0.20441282,1831.139,148.21,0.053,0.053,0.127,0.009,645.1073451,206.33488424,2190756.3364,6121.49795,0.98755518,0.19711411
13,1652.626,45.109,0.015,0.004,0.129,0.017,681.59338728,598.83626687,2192833.99365,2821.2289,1.07668364,0.27282404,1761.22,135.546,0.041,0.036,0.125,0.02,584.61519721,266.77415574,2191730.7482,3959.25755,1.03607452,0.12460932
14,1629.844,31.32,0.016,0.008,0.125,0.026,674.3534728,631.18944703,2192835.55245,2900.95235,1.04061219,0.36095703,1725.698,78.658,0.042,0.029,0.134,0.016,605.25530278,256.84660107,2191856.4387,3967.81175,1.04675972,0.06580395
15,1607.913,76.321,0.013,0.004,0.125,0.048,568.61444391,698.00022787,2193570.336,2557.021675,1.13153332,0.22132915,1669.713,81.383,0.037,0.028,0.143,0.031,544.31228024,227.22372524,2191865.00565,3885.42905,1.01665373,0.10317826
16,1540.48,92.021,0.013,0.007,0.125,0.012,614.96101936,523.46425751,2193946.63385,5835.194475,1.12550999,0.11326665,1644.473,77.807,0.027,0.021,0.132,0.058,589.07768412,192.78905457,2192982.14795,3646.804375,1.01041159,0.15917679
17,1522.822,74.904,0.011,0.006,0.129,0.025,562.38738284,400.66217471,2193946.63385,6045.610825,1.11417377,0.25652674,1624.796,72.273,0.024,0.021,0.129,0.032,552.68225011,94.28980747,2192983.95265,2427.428425,0.9878047,0.08880054
18,1504.447,87.429,0.012,0.009,0.129,0.04,572.3747696,423.20155277,2193986.3943,6029.44295,1.10382402,0.19008334,1582.185,30.967,0.023,0.015,0.134,0.027,530.76604179,194.56680243,2193020.51305,2244.5534,1.00047085,0.1504083
19,1484.557,64.534,0.011,0.008,0.125,0.027,584.46880978,420.14471739,2193989.19485,6029.691575,1.07570148,0.17068022,1528.857,44.458,0.027,0.01,0.122,0.031,551.93441997,152.95881834,2193269.90185,2169.141825,1.03065725,0.10207878
20,1442.532,63.875,0.011,0.005,0.122,0.027,561.45670296,462.46919212,2193989.19485,6024.1063,1.11916057,0.22960638,1517.306,51.438,0.019,0.013,0.129,0.054,557.94849291,124.60725938,2193392.7888,2169.141825,1.05338912,0.22495874
21,1416.651,49.745,0.01,0.004,0.123,0.035,509.77037159,325.28592808,2194071.8849,6029.79035,0.99817691,0.16622466,1485.023,73.642,0.016,0.018,0.143,0.054,546.2565076,112.60965224,2193416.5113,2168.5861,1.01218697,0.1132884
22,1387.577,48.248,0.01,0.004,0.125,0.019,499.96575307,326.61116602,2194083.3788,6577.657375,1.04682718,0.19412713,1487.589,70.139,0.017,0.015,0.143,0.045,548.11351766,143.95664133,2193799.30485,1955.978575,0.99263216,0.09638663
23,1381.567,58.909,0.009,0.004,0.125,0.045,501.19430058,266.39582182,2194967.75145,6919.654975,1.00942773,0.14051023,1448.764,109.803,0.016,0.014,0.143,0.047,574.01960467,91.35806101,2193801.2529,1955.974825,1.01998059,0.08628929
24,1361.404,35.915,0.009,0.004,0.123,0.035,473.12873076,225.35834387,2194971.995,6919.642175,0.98620437,0.16999353,1443.134,91.448,0.015,0.012,0.138,0.02,550.88757326,106.36127423,2193811.9108,1955.75605,1.00895293,0.14959376
25,1357.823,64.167,0.009,0.005,0.115,0.019,486.52925085,246.09767246,2194977.4762,6918.960725,0.97203309,0.10319977,1407.249,93.84,0.014,0.012,0.134,0.063,547.10712685,82.40271903,2194895.07295,2688.062,1.01899548,0.14430982
26,1349.866,38.302,0.009,0.004,0.118,0.012,482.58733596,189.22765731,2196891.8923,6345.238875,0.97513405,0.09186914,1389.199,118.101,0.013,0.01,0.138,0.03,514.9421461,63.07058345,2194895.07295,2688.062,1.02105248,0.1697081
27,1343.911,50.723,0.008,0.004,0.106,0.022,483.73798312,186.32896536,2198273.7123,4718.86105,0.98584349,0.12144422,1371.743,72.929,0.013,0.011,0.129,0.023,484.3046673,96.4235357,2194895.07295,2688.062,1.00211768,0.14968215
28,1332.325,57.558,0.008,0.003,0.103,0.08,474.45085746,204.6106189,2198427.25525,4718.86105,1.00427698,0.15304529,1368.235,25.669,0.013,0.008,0.134,0.023,505.16274542,123.42249121,2194895.482,2688.116,1.00363083,0.18002639
29,1325.966,61.91,0.007,0.004,0.096,0.107,470.53017497,173.69432189,2198741.514,5188.6312,0.95733327,0.1335034,1367.962,47.177,0.011,0.007,0.129,0.028,484.10919726,136.68420312,2194895.482,2683.59505,1.03402758,0.12879697
30,1315.724,47.223,0.008,0.004,0.105,0.055,459.12652861,79.28407113,2198776.5306,5162.713575,1.01104274,0.08781358,1353.414,26.183,0.011,0.007,0.138,0.04,491.26467164,126.03615909,2194895.482,2664.84245,0.9886887,0.16142388
31,1305.617,68.612,0.008,0.005,0.111,0.053,438.10101818,107.79410967,2198777.37485,5162.713575,0.96637518,0.0423881,1320.418,72.955,0.01,0.004,0.146,0.019,480.66320763,138.52279867,2195702.05885,4405.7472,1.01062242,0.22738135
32,1280.258,98.391,0.008,0.004,0.12,0.102,447.75976192,101.62230759,2198777.37485,5175.83865,0.94723205,0.04500956,1300.452,59.606,0.009,0.004,0.138,0.037,487.79361533,148.51851769,2195702.05885,4308.463325,1.00243252,0.1947074
33,1271.219,92.362,0.009,0.003,0.115,0.102,447.64005567,98.72702788,2198796.01945,5173.07795,0.94609728,0.05037288,1290.934,64.621,0.009,0.005,0.138,0.027,484.27142423,114.85402432,2195702.05885,4309.1598,0.98950924,0.2117823
34,1262.335,107.478,0.008,0.003,0.113,0.122,447.38121225,86.53385917,2198796.01945,5173.07795,0.95042216,0.02751374,1283.856,90.532,0.009,0.004,0.147,0.059,472.55963832,104.56099452,2195702.05885,4356.930775,0.97629616,0.2157397
35,1244.743,74.583,0.009,0.003,0.12,0.128,446.28653954,74.11057971,2198863.39635,4827.8729,0.95383448,0.03334115,1287.37,43.414,0.009,0.003,0.149,0.071,479.62450877,97.85139731,2196218.9212,4427.826025,0.97119688,0.22749326
36,1221.614,66.177,0.008,0.004,0.115,0.119,458.2633683,45.17466895,2198863.39635,5213.46615,0.97521975,0.04091509,1281.947,67.274,0.009,0.004,0.149,0.041,473.7592932,80.53972633,2197067.00575,4700.56265,0.98477956,0.17662974
37,1214.502,60.872,0.008,0.002,0.113,0.081,444.89923003,25.49012432,2200384.9801,5401.423625,0.98382924,0.04808221,1267.705,86.949,0.009,0.004,0.152,0.069,466.51262459,71.68235921,2197096.6837,4700.56265,0.96116612,0.14316725
38,1202.606,48.713,0.008,0.003,0.115,0.071,438.44485243,68.78159239,2200614.15405,4595.266125,0.9813377,0.10975652,1279.257,98.168,0.008,0.004,0.141,0.053,468.77297948,82.35372746,2197096.6837,4702.2599,0.99472378,0.10290791
39,1197.587,48.475,0.009,0.003,0.111,0.035,434.96399836,90.21893121,2200633.0303,4598.461725,0.99582473,0.10987454,1264.34,117.454,0.008,0.003,0.118,0.057,468.77916734,67.34624551,2197237.04805,4669.229375,0.98074544,0.05070213
40,1186.102,104.363,0.009,0.002,0.094,0.122,417.49108134,98.19328563,2201113.71885,4652.12015,0.95107455,0.09406777,1265.607,66.849,0.008,0.003,0.13,0.055,412.71807517,113.95878906,2197237.04805,4371.542325,0.94089159,0.05412495
41,1186.214,89.512,0.009,0.003,0.101,0.137,435.40389328,95.91667943,2201113.71885,4676.097525,0.93068915,0.10336055,1258.481,60.008,0.009,0.003,0.127,0.086,428.097987,96.9864931,2198104.5785,4929.131675,0.95815686,0.06702509
