Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,s_hv_median,s_hv_iqr,s_spread_median,s_spread_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr,sw_hv_median,sw_hv_iqr,sw_spread_median,sw_spread_iqr
0,653.863,0.0,0.387,0.0,0.224,0.0,728.32824524,0.0,114610.515,0.0,0.80373523,0.0,374.118,0.0,0.406,0.0,0.216,0.0,320.99062872,0.0,114705.3602,0.0,0.72426028,0.0
1,383.761,238.829,0.302,0.165,0.23,0.104,314.95619169,213.78609034,100624.49955,6237.3877,0.59291818,0.48024273,368.516,151.688,0.333,0.08,0.078,0.13,310.79775532,97.65595182,104830.1921,5094.53805,0.7887305,0.29836143
2,482.021,301.394,0.237,0.135,0.154,0.245,428.46770356,282.40588201,110050.9956,759.2368,0.63811735,0.22088253,378.563,145.111,0.347,0.177,0.223,0.261,290.99341838,107.75980932,104958.43105,6062.84265,0.72798383,0.25550723
3,440.517,295.616,0.306,0.163,0.191,0.124,435.89342592,170.2175854,104381.80455,5949.054675,0.49050335,0.24898245,340.213,130.714,0.203,0.213,0.168,0.211,289.78452463,154.49170904,105589.7591,4977.34055,0.64588681,0.1832187
4,438.287,233.178,0.302,0.15,0.175,0.214,372.14696876,147.21385249,106940.29635,5079.374875,0.54313347,0.10756089,442.468,248.941,0.188,0.151,0.218,0.259,409.24536249,278.08632539,108074.30505,9372.231825,0.61374864,0.29006259
5,382.456,241.395,0.301,0.087,0.125,0.154,391.90356465,243.41906435,107887.17475,6744.300075,0.74636221,0.09817501,509.355,333.16,0.241,0.062,0.101,0.204,603.88624695,288.86910682,107706.48065,2548.2882,0.49978689,0.4745997
6,444.592,399.499,0.217,0.265,0.22,0.058,396.70671398,459.57017135,106790.2737,8650.080775,0.51862375,0.2693244,471.493,297.923,0.16,0.145,0.114,0.26,413.75308363,245.32320005,108837.90135,5824.561375,0.69593036,0.25539603
7,423.4,93.417,0.321,0.134,0.192,0.23,376.79293842,129.68976472,104542.74965,2783.64045,0.77337145,0.1522063,449.056,282.832,0.219,0.153,0.189,0.205,473.94436304,216.83922367,105132.159,2792.3203,0.65722999,0.14105923
8,430.083,220.888,0.231,0.08,0.313,0.269,394.2400212,158.28751855,105836.4785,4364.283025,0.66100499,0.29295777,393.981,324.863,0.254,0.088,0.06,0.184,337.6779052,480.94140148,108069.56205,6531.3469,0.68655204,0.27113807
9,451.556,211.709,0.353,0.177,0.183,0.143,388.14532185,190.68330194,101618.14385,9084.560875,0.6440619,0.26655695,498.517,351.422,0.191,0.143,0.216,0.154,394.62260389,352.99569531,108600.307,6496.52305,0.83095289,0.2401343
