Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,1.0,0.0,0.885,0.0,1.0,0.0,0.552,0.0,0.626,0.0,1.0,0.0,0.57928,0.0
1,0.604,5.0,0.576,9.518,0.719,20.157,0.00458,0.03649,0.445,3.016,0.494,8.67,0.552,22.445,0.00313,0.00921
2,0.449,5.289,0.5,14.254,0.569,26.894,0.003,0.0421,0.396,1.444,0.412,4.741,0.213,26.076,0.0029,0.00937
3,0.344,2.285,0.337,10.28,0.497,18.135,0.00244,0.06165,0.356,2.345,0.365,9.658,0.0,14.032,0.0028,0.01774
4,0.28,4.377,0.316,5.504,0.485,19.149,0.00185,0.05133,0.337,1.75,0.334,8.586,0.0,0.0,0.0027,0.01304
5,0.242,3.323,0.25,8.378,0.443,23.936,0.00147,0.04433,0.316,1.53,0.306,11.188,0.0,18.85,0.00254,0.01544
6,0.196,2.102,0.229,9.773,0.477,8.264,0.001,0.01668,0.309,3.777,0.291,7.901,0.0,29.916,0.0024,0.03285
7,0.166,2.173,0.154,6.146,0.462,10.269,0.00086,0.02122,0.264,3.223,0.297,9.328,0.0,0.0,0.00224,0.02916
8,0.153,1.484,0.127,6.351,0.397,12.19,0.00068,0.0334,0.244,5.303,0.262,7.516,0.0,0.0,0.00207,0.05056
9,0.132,1.65,0.112,5.019,0.414,27.305,0.00054,0.02129,0.233,5.776,0.247,7.591,0.0,0.0,0.00201,0.066
10,0.123,1.529,0.099,5.11,0.238,41.521,0.00052,0.0238,0.232,5.218,0.261,5.592,0.0,0.0,0.00185,0.06651
11,0.112,1.206,0.087,3.677,0.423,37.089,0.0004,0.02815,0.22,4.132,0.22,4.889,0.0,0.0,0.00172,0.07452
12,0.107,0.991,0.084,5.026,0.418,47.278,0.0004,0.03166,0.212,5.593,0.189,4.1,0.0,0.0,0.00166,0.07581
13,0.097,1.152,0.093,6.271,0.393,56.127,0.00033,0.02961,0.206,5.618,0.189,6.115,0.0,0.0,0.00161,0.07127
14,0.092,1.591,0.087,4.775,0.359,45.075,0.00023,0.03347,0.199,6.182,0.181,5.49,0.0,0.0,0.00143,0.07498
15,0.091,2.107,0.069,5.814,0.337,36.085,0.00022,0.03569,0.186,3.525,0.161,8.239,0.0,0.0,0.00138,0.0769
16,0.084,2.348,0.062,6.878,0.35,41.311,0.00024,0.02704,0.173,3.768,0.202,7.8,0.0,0.0,0.00122,0.06381
17,0.081,1.862,0.048,5.564,0.253,48.112,0.00023,0.02333,0.16,1.93,0.182,9.921,0.0,0.0,0.00112,0.06812
18,0.075,2.022,0.054,6.422,0.271,39.533,0.00023,0.0246,0.146,1.946,0.181,7.935,0.0,0.0,0.00098,0.05525
