Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.971,0.0,0.982,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.72,0.0,0.80426,0.0
1,0.09,5.065,0.292,12.013,0.046,2.998,0.0,0.00054,0.097,4.84,0.337,18.529,0.044,5.068,0.0,0.00037
2,0.065,4.831,0.261,12.533,0.014,1.534,0.0,0.00058,0.039,3.34,0.226,8.299,0.014,1.355,0.0,0.00037
3,0.027,0.965,0.22,6.686,0.011,0.509,0.0,0.00053,0.03,1.48,0.212,12.594,0.011,0.859,0.0,0.0004
4,0.025,1.398,0.178,13.05,0.01,0.476,0.0,0.00055,0.027,1.734,0.231,16.881,0.009,1.063,0.0,0.00042
5,0.021,0.721,0.138,10.861,0.009,0.418,0.0,0.00057,0.015,2.034,0.166,8.393,0.007,1.138,0.0,0.00036
6,0.02,0.856,0.138,11.887,0.005,0.332,0.0,0.00057,0.01,1.914,0.162,7.026,0.006,0.443,0.0,0.00029
7,0.02,0.856,0.176,11.33,0.005,0.332,0.0,0.00057,0.011,1.083,0.162,6.876,0.006,0.354,0.0,0.00027
8,0.013,1.252,0.112,8.835,0.005,0.408,0.0,0.00056,0.012,0.791,0.156,4.567,0.005,0.354,0.0,0.00028
9,0.011,1.416,0.104,6.15,0.004,0.186,0.0,0.00057,0.011,0.978,0.156,4.567,0.004,0.255,0.0,0.00032
10,0.011,0.959,0.096,5.694,0.003,0.171,0.0,0.00057,0.011,0.943,0.156,4.566,0.004,0.255,0.0,0.00028
11,0.011,0.865,0.104,3.434,0.003,0.171,0.0,0.00057,0.011,0.943,0.156,4.482,0.004,0.255,0.0,0.00028
12,0.012,0.898,0.093,3.852,0.003,0.202,0.0,0.00057,0.011,0.959,0.16,4.191,0.004,0.24,0.0,0.00027
13,0.012,0.795,0.087,7.532,0.003,0.202,0.0,0.00055,0.011,0.914,0.16,4.191,0.004,0.24,0.0,0.00026
14,0.012,0.795,0.087,7.532,0.003,0.18,0.0,0.00055,0.009,0.619,0.16,7.588,0.003,0.342,0.0,0.00022
15,0.012,0.795,0.071,8.157,0.003,0.176,0.0,0.00055,0.01,0.639,0.157,7.537,0.003,0.21,0.0,0.00028
16,0.012,0.795,0.071,8.157,0.003,0.176,0.0,0.00055,0.01,0.693,0.157,8.401,0.003,0.21,0.0,0.00029
17,0.012,0.795,0.071,8.157,0.003,0.176,0.0,0.00055,0.007,0.693,0.156,5.696,0.003,0.267,0.0,0.00023
18,0.012,0.805,0.071,8.157,0.003,0.176,0.0,0.00054,0.007,0.693,0.156,5.696,0.003,0.267,0.0,0.00024
19,0.009,0.677,0.071,6.995,0.003,0.076,0.0,0.00054,0.005,0.955,0.136,10.189,0.002,0.168,0.0,0.00024
20,0.009,0.677,0.058,6.922,0.003,0.076,0.0,0.00053,0.005,0.955,0.136,9.702,0.002,0.175,0.0,0.00027
21,0.007,0.798,0.058,6.922,0.002,0.122,0.0,0.00053,0.005,0.625,0.129,7.038,0.002,0.15,0.0,0.00027
22,0.006,0.85,0.065,15.731,0.002,0.115,0.0,0.00054,0.005,0.471,0.129,7.038,0.002,0.15,0.0,0.00028
23,0.006,0.85,0.065,14.782,0.002,0.115,0.0,0.00054,0.005,0.716,0.139,5.752,0.002,0.15,0.0,0.00029
24,0.006,0.85,0.064,14.782,0.002,0.173,0.0,0.00054,0.005,0.755,0.139,5.752,0.002,0.138,0.0,0.00028
25,0.006,0.629,0.065,10.824,0.002,0.155,0.0,0.00053,0.004,0.764,0.129,8.965,0.002,0.138,0.0,0.00028
26,0.006,0.629,0.065,10.824,0.002,0.155,0.0,0.00053,0.004,0.536,0.129,8.965,0.002,0.135,0.0,0.0003
27,0.006,0.629,0.065,10.824,0.002,0.155,0.0,0.00053,0.004,0.426,0.129,8.965,0.002,0.1,0.0,0.0003
28,0.006,0.455,0.065,10.26,0.002,0.16,0.0,0.00053,0.004,0.426,0.129,8.965,0.002,0.1,0.0,0.00037
29,0.006,0.587,0.065,9.018,0.002,0.16,0.0,0.00053,0.003,0.367,0.129,8.191,0.001,0.055,0.0,0.00037
30,0.006,0.587,0.065,6.59,0.002,0.126,0.0,0.00053,0.003,0.367,0.129,8.191,0.001,0.055,0.0,0.00041
31,0.006,0.587,0.065,6.59,0.002,0.126,0.0,0.00053,0.003,0.367,0.129,8.191,0.001,0.055,0.0,0.00039
32,0.006,0.587,0.065,6.59,0.001,0.118,0.0,0.00054,0.002,0.367,0.129,8.191,0.001,0.055,0.0,0.0004
33,0.006,0.587,0.065,7.074,0.001,0.118,0.0,0.00054,0.003,0.319,0.129,8.191,0.001,0.049,0.0,0.00042
34,0.006,0.587,0.065,6.518,0.001,0.085,0.0,0.00056,0.003,0.409,0.118,7.581,0.001,0.091,0.0,0.00041
35,0.006,0.587,0.06,6.858,0.001,0.085,0.0,0.00056,0.003,0.409,0.118,7.581,0.001,0.091,0.0,0.00041
36,0.006,0.543,0.06,6.858,0.001,0.085,0.0,0.00057,0.004,0.435,0.118,7.581,0.001,0.091,0.0,0.00041
37,0.004,0.524,0.048,7.455,0.001,0.085,0.0,0.00056,0.004,0.435,0.118,7.581,0.001,0.091,0.0,0.00041
38,0.004,0.524,0.048,7.12,0.001,0.085,0.0,0.00056,0.004,0.435,0.118,7.581,0.001,0.091,0.0,0.00041
39,0.004,0.483,0.027,5.345,0.001,0.088,0.0,0.00057,0.003,0.409,0.101,7.895,0.001,0.091,0.0,0.00041
40,0.004,0.47,0.042,5.342,0.001,0.117,0.0,0.00057,0.003,0.409,0.101,7.895,0.001,0.091,0.0,0.00041
41,0.004,0.47,0.042,5.342,0.001,0.117,0.0,0.00057,0.003,0.409,0.101,7.895,0.001,0.091,0.0,0.00041
42,0.004,0.49,0.044,3.781,0.001,0.117,0.0,0.00058,0.003,0.409,0.107,7.571,0.001,0.091,0.0,0.00041
43,0.004,0.49,0.044,3.781,0.001,0.117,0.0,0.00057,0.003,0.473,0.107,7.571,0.001,0.098,0.0,0.00032
44,0.004,0.49,0.044,3.781,0.001,0.117,0.0,0.00057,0.003,0.493,0.11,5.538,0.001,0.132,0.0,0.00032
