Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1,0,0.306,0,0.786,0,1,0,0.575,0,0.587,0,0.644,0,0.51141,0
1,0.109,4.844,0.287,107.349,0.552,90.097,0.00027,0.08226,0.172,1.01,0.689,62.567,0.737,46.028,0.00167,0.07979
2,0.069,2.956,0.452,54.079,0.823,48.406,3.00E-05,0.0191,0.133,5.517,0.585,49.256,0.853,77.563,0.00101,0.08627
3,0.049,2.001,0.496,72.609,0.455,98.244,1.00E-05,0.02311,0.102,4.96,0.61,37.039,0.803,60.122,0.00067,0.11818
4,0.047,2.768,0.231,79.95,0.693,106.612,4.00E-05,0.02261,0.089,4.905,0.68,63.089,0.548,72.831,0.00051,0.11358
5,0.036,2.087,0.375,84.675,0.455,106.612,4.00E-05,0.02151,0.076,3.201,0.631,59.977,0.458,91.288,0.0005,0.10368
6,0.035,2.065,0.375,78.659,0.455,106.612,4.00E-05,0.02158,0.071,3.974,0.827,64.246,0.446,107.955,0.00048,0.1024
7,0.032,2.22,0.261,104.374,0.475,101.498,4.00E-05,0.0209,0.065,4.651,0.728,30.838,0.965,58.117,0.00047,0.09966
8,0.032,2.212,0.248,98.407,0.159,89.101,4.00E-05,0.02162,0.062,4.741,0.776,70.929,0.988,64.241,0.00047,0.09966
9,0.031,2.175,0.217,89.261,0.17,80.579,2.00E-05,0.0155,0.062,4.956,1,90.431,0.85,54.735,0.00046,0.09898
10,0.028,2.235,0.217,79.14,0.418,80.579,2.00E-05,0.01581,0.056,4.956,0.976,95.208,0.909,59.821,0.00043,0.09783
11,0.026,2.372,0.217,109.931,0.496,63.312,2.00E-05,0.01676,0.056,4.811,0.795,83.938,0.692,101.966,0.00044,0.08428
12,0.026,2.076,0.242,112.805,0.496,68.182,3.00E-05,0.01666,0.046,4.607,0.795,84.984,0.645,69.624,0.00043,0.08145
13,0.024,2.14,0.313,110.194,0.496,59.528,3.00E-05,0.01707,0.044,4.607,0.866,90.854,0.5,101.966,0.00043,0.07422
14,0.022,2.503,0.072,109.609,0.589,59.091,2.00E-05,0.01701,0.044,4.607,0.861,89.36,0.76,70.041,0.00043,0.07196
15,0.022,3.044,0.015,105.341,0.468,65.341,3.00E-05,0.01758,0.042,5.151,0.692,90.279,0.778,69.29,0.00041,0.07005
16,0.02,3.044,0.139,97.899,0.195,69.886,3.00E-05,0.01788,0.042,5.151,0.692,90.562,0.95,63.693,0.00042,0.06386
17,0.019,3.044,0.114,87.011,0,65.99,3.00E-05,0.01805,0.042,5.254,0.704,75.383,0.857,76.352,0.00043,0.05549
18,0.019,3.044,0.106,90.104,0.114,59.106,3.00E-05,0.01939,0.039,3.998,0.699,77.142,0.799,76.86,0.00043,0.0539
19,0.015,3.233,0.07,95.762,0.159,64.773,2.00E-05,0.01941,0.039,4.24,0.716,75.859,0.799,110.508,0.00043,0.05212
20,0.015,3.173,0.07,95.762,0.159,64.773,2.00E-05,0.01945,0.039,4.24,0.692,63.117,0.799,110.508,0.00043,0.04965
21,0.015,3.173,0.188,95.762,0.159,64.773,3.00E-05,0.01926,0.039,4.24,0.692,63.117,0.799,110.508,0.00043,0.0546
22,0.015,3.173,0.096,90.278,0.159,64.773,4.00E-05,0.01946,0.039,3.608,0.692,75.859,0.848,114.227,0.00043,0.05452
23,0.015,3.173,0.031,93.69,0.159,64.773,4.00E-05,0.01954,0.039,3.608,0.692,76.792,0.848,114.227,0.00043,0.05324
24,0.011,3.181,0.031,56.063,0.159,64.773,4.00E-05,0.01948,0.039,3.553,0.692,70.47,0.848,114.227,0.00043,0.05323
25,0.011,3.204,0.039,55.869,0.244,64.773,4.00E-05,0.01906,0.034,3.732,0.692,52.283,0.799,109.05,0.00043,0.05227
26,0.01,3.204,0.047,50.015,0.195,56.818,3.00E-05,0.01933,0.034,3.732,0.692,52.283,0.799,109.05,0.00043,0.05215
27,0.01,3.204,0.047,50.015,0.195,56.818,3.00E-05,0.01932,0.034,3.564,0.692,52.283,0.799,109.05,0.00043,0.04073
28,0.01,3.171,0.075,50.015,0.195,56.818,3.00E-05,0.01938,0.032,3.575,0.701,40.228,0.848,124.133,0.00043,0.04006
29,0.01,3.002,0.139,50.015,0.273,65.53,3.00E-05,0.02026,0.029,3.376,0.701,37.885,0.848,119.805,0.00043,0.0397
30,0.01,3.002,0.139,50.015,0.273,65.53,3.00E-05,0.02026,0.029,3.376,0.847,45.634,0.848,108.442,0.00043,0.03694
31,0.01,3.002,0.139,50.015,0.273,65.53,3.00E-05,0.02029,0.029,3.376,0.847,41.886,0.848,114.968,0.00043,0.03492
32,0.01,3.002,0.139,50.715,0.273,65.53,3.00E-05,0.02038,0.029,2.925,0.847,39.065,0.848,108.442,0.00043,0.03421
33,0.01,3.002,0.213,64.253,0.273,65.53,2.00E-05,0.02038,0.029,2.925,0.847,39.065,0.848,108.442,0.00043,0.02993
34,0.01,3.002,0.213,64.253,0.273,64.773,2.00E-05,0.02037,0.028,2.964,0.717,36.519,0.917,73.81,0.00043,0.02748
35,0.01,2.998,0.227,64.253,0.273,64.773,2.00E-05,0.02031,0.028,3.041,0.717,60.086,0.498,132.576,0.00043,0.02742
36,0.01,2.822,0.222,64.253,0.273,59.903,2.00E-05,0.02089,0.028,3.041,0.717,60.086,0.498,132.576,0.00043,0.02749
37,0.01,2.822,0.344,63.698,0.273,64.773,2.00E-05,0.02095,0.027,3.041,0.717,67.148,0.628,132.576,0.00043,0.02712
38,0.01,3.319,0.344,63.698,0.273,64.773,2.00E-05,0.02095,0.027,2.896,0.717,59.554,0.628,132.576,0.00043,0.02531
39,0.01,3.319,0.234,62.025,0.273,64.773,3.00E-05,0.02098,0.027,2.896,0.746,60.046,0.628,115.702,0.00044,0.02586
40,0.01,2.775,0.234,64.253,0.273,68.182,2.00E-05,0.02098,0.027,2.896,0.746,60.046,0.628,115.702,0.00044,0.02612
41,0.01,2.775,0.183,67.265,0.195,59.903,1.00E-05,0.02092,0.027,3.07,0.746,60.046,0.498,115.702,0.00044,0.02612
42,0.01,2.775,0.183,67.265,0.195,59.903,1.00E-05,0.02092,0.027,3.07,0.746,60.046,0.498,115.702,0.00044,0.02612
43,0.01,2.775,0.185,67.265,0.195,64.773,1.00E-05,0.02085,0.027,3.077,0.664,50.883,0.498,118.182,0.00044,0.02631
44,0.009,2.775,0.197,67.265,0.195,64.773,1.00E-05,0.02085,0.027,3.077,0.664,50.883,0.498,118.182,0.00044,0.02631
45,0.009,2.775,0.197,67.265,0.195,64.773,1.00E-05,0.02085,0.026,2.903,0.663,57.159,0.498,118.182,0.00044,0.02643
46,0.009,2.775,0.197,64.691,0.195,64.773,0,0.02084,0.026,2.903,0.663,57.159,0.498,118.182,0.00044,0.02649
47,0.009,2.775,0.197,64.691,0.195,64.773,0,0.02084,0.026,2.903,0.663,57.159,0.498,118.182,0.00044,0.02649
48,0.009,2.775,0.197,64.691,0.195,64.773,0,0.02084,0.026,2.903,0.663,57.159,0.959,119.318,0.00044,0.02637
49,0.006,2.3,0.197,64.691,0.468,66.288,0,0.02188,0.026,2.623,0.663,65.625,0.848,119.318,0.00044,0.02637
50,0.006,2.3,0.197,64.691,0.468,66.288,0,0.02188,0.026,2.623,0.663,65.625,0.848,119.318,0.00043,0.02637
51,0.006,2.3,0.197,64.691,0.468,66.288,0,0.02189,0.026,2.746,0.663,64.915,0.848,119.318,0.00042,0.02637
52,0.006,2.596,0.236,57.95,0.195,66.288,0,0.02185,0.026,2.746,0.663,64.915,0.848,119.318,0.00042,0.02637
53,0.004,2.596,0.208,58.984,0.195,57.851,0,0.02141,0.026,2.746,0.663,64.915,0.848,119.318,0.00042,0.02637
54,0.004,2.518,0.177,56.302,0.195,57.851,0,0.02129,0.026,2.746,0.663,64.915,0.848,119.318,0.00042,0.02642
55,0.004,2.518,0.184,56.302,0.195,64.153,0,0.02128,0.026,2.623,0.662,61.347,0.799,119.318,0.0004,0.02637
56,0.004,2.518,0.073,64.232,0.195,86.777,0,0.02176,0.026,2.623,0.662,61.347,0.799,119.318,0.0004,0.0259
57,0.004,2.518,0,64.232,0.195,86.777,0,0.02209,0.026,2.623,0.662,61.347,0.799,119.318,0.0004,0.0259
58,0.004,2.518,0.005,58.491,0.195,86.777,0,0.02185,0.025,2.515,0.738,62.125,0.799,119.318,0.0004,0.02588
59,0.004,2.518,0.012,60.107,0.195,86.777,0,0.02174,0.025,2.515,0.747,62.125,0.799,119.318,0.0004,0.02591
60,0.004,2.518,0.012,60.107,0.195,86.777,0,0.02174,0.025,1.848,0.671,61.347,0.799,119.318,0.00038,0.02591
61,0.004,2.518,0.032,60.107,0.195,86.777,0,0.02226,0.025,1.848,0.671,61.347,0.799,119.318,0.00038,0.02591
62,0.003,2.227,0.032,60.107,0.195,86.777,0,0.0234,0.021,1.836,0.653,80.224,0.799,119.318,0.00038,0.02591
63,0.003,2.048,0.038,56.126,0,46.93,0,0.02335,0.021,1.836,0.653,80.224,0.799,119.318,0.00038,0.02591
64,0.003,2.048,0.038,56.126,0,46.93,0,0.02335,0.021,1.858,0.653,88.103,0.95,112.5,0.00037,0.0259
65,0.003,2.048,0.038,49.012,0,46.93,0,0.02335,0.021,1.858,0.653,88.103,0.95,112.5,0.00037,0.02575
66,0.003,2.048,0.173,53.862,0,60.877,0,0.02471,0.021,1.858,0.653,86.011,0.95,112.5,0.00037,0.02575
67,0.003,2.048,0.176,53.862,0,60.877,0,0.02471,0.021,1.858,0.653,86.011,1,112.5,0.00037,0.02575
68,0.003,2.048,0.141,57.533,0,60.877,0,0.02471,0.021,1.858,0.653,86.011,1,112.5,0.00037,0.02575
69,0.003,2.048,0.141,48.34,0,105.195,0,0.02551,0.021,1.858,0.653,79.869,0.916,105.682,0.00037,0.02575
70,0.003,2.048,0.021,48.028,0,88.412,0,0.02439,0.02,0.852,0.653,79.869,0.591,112.5,0.00037,0.02575
71,0.002,2.048,0.021,48.028,0,88.412,0,0.02439,0.02,0.852,0.656,79.749,0.591,112.5,0.00037,0.02575
72,0.002,2.048,0.021,48.028,0,88.412,0,0.02439,0.02,0.852,0.656,65.458,0.606,105.682,0.00037,0.02575
73,0.002,2.048,0.021,45.832,0,88.412,0,0.02439,0.02,0.852,0.656,65.458,1,112.5,0.00037,0.02575
74,0.002,2.048,0.141,46.144,0.114,88.412,0,0.02462,0.019,0.882,0.656,69.712,1,112.5,0.00037,0.02575
75,0.002,2.048,0.141,46.144,0.114,88.412,0,0.02462,0.019,1.011,0.707,69.712,1,112.5,0.00035,0.02537
76,0.002,2.048,0.141,46.144,0.114,88.412,0,0.02462,0.019,1.011,0.707,69.712,1,112.5,0.00035,0.02537
77,0.002,2.048,0.141,43.948,0.114,88.412,0,0.02462,0.019,1.011,0.681,69.712,1,112.5,0.00035,0.02537
78,0.002,2.048,0.229,42.852,0.114,88.412,0,0.02462,0.019,1.097,0.681,69.712,1,112.5,0.00035,0.02537
79,0.002,2.048,0.141,43.417,0.114,88.412,0,0.02462,0.019,1.097,0.653,70.877,1,112.5,0.00035,0.02537
80,0.001,2.182,0.148,58.592,0.114,88.412,0,0.02462,0.019,1.097,0.653,70.877,1,112.5,0.00035,0.02537
81,0.001,2.182,0.148,58.592,0.114,88.412,0,0.02461,0.019,1.097,0.653,70.877,1,112.5,0.00035,0.02537
82,0.001,2.182,0.148,78.836,0.114,88.412,0,0.02444,0.019,1.097,0.653,69.712,1,112.5,0.00035,0.02537
83,0.001,2.182,0.148,78.836,0.114,88.412,0,0.02444,0.019,1.097,0.707,53.54,1,112.5,0.00035,0.02537
84,0.001,2.182,0.148,78.836,0.114,36.797,0,0.02444,0.019,1.097,0.707,46.865,0.848,112.5,0.00035,0.02537
85,0.001,2.182,0.148,78.836,0.114,36.797,0,0.02444,0.019,1.097,0.707,46.865,0.848,112.5,0.00035,0.02537
86,0.001,2.182,0.148,77.259,0.114,36.797,0,0.02456,0.019,1.097,0.707,46.865,0.848,112.5,0.00035,0.02537
87,0.001,2.182,0.148,81.032,0.114,36.797,0,0.02456,0.019,1.097,0.707,46.865,0.848,112.5,0.00035,0.02537
88,0.001,2.182,0.148,81.032,0.114,36.797,0,0.02456,0.019,1.097,0.707,46.865,0.848,106.818,0.00035,0.02537
89,0.001,2.478,0.148,81.913,0.114,36.797,0,0.02462,0.019,1.097,0.707,49.247,0.848,106.818,0.00035,0.02555
90,0.001,2.478,0.148,68.163,0.114,36.797,0,0.02462,0.019,1.097,0.707,49.247,0.848,106.818,0.00035,0.02555
91,0.001,2.478,0.148,68.163,0.114,36.797,0,0.02447,0.019,1.189,0.707,59.844,0.848,98.485,0.00035,0.0259
92,0.001,2.478,0.148,68.163,0.114,36.797,0,0.02447,0.019,1.189,0.707,59.509,0.848,98.485,0.00035,0.0259
93,0.001,2.552,0.308,66.717,0.114,36.797,0,0.02471,0.019,1.189,0.707,59.844,0.848,98.485,0.00035,0.0259
94,0.001,2.552,0.308,66.717,0.114,36.797,0,0.02466,0.019,1.189,0.707,59.844,0.848,106.818,0.00035,0.02562
95,0.001,2.552,0.308,66.717,0.114,36.797,0,0.02466,0.019,1.189,0.707,74.371,0.848,81.818,0.00034,0.02562
96,0,2.565,0.308,66.717,0.114,36.797,0,0.02466,0.019,1.162,0.707,81.996,0.455,88.636,0.00033,0.0257
