Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.797,0.0,0.924,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.984,0.0,0.8151,0.0
1,0.521,9.754,0.755,6.736,0.569,8.942,0.0,8e-05,0.528,4.97,0.765,4.789,0.547,13.11,0.0,2e-05
2,0.356,3.322,0.638,3.065,0.335,3.19,0.0,6e-05,0.349,3.25,0.635,6.196,0.358,6.948,0.0,5e-05
3,0.264,2.229,0.552,2.669,0.245,3.148,0.0,3e-05,0.237,5.44,0.553,5.414,0.237,5.846,0.0,5e-05
4,0.224,2.618,0.502,4.993,0.203,4.816,0.0,0.0001,0.205,3.098,0.497,3.772,0.189,2.134,0.0,7e-05
5,0.174,2.063,0.447,3.54,0.165,3.076,0.0,0.0001,0.171,2.497,0.458,5.858,0.16,2.349,0.0,8e-05
6,0.153,1.707,0.411,2.498,0.142,1.533,0.0,0.00015,0.157,1.646,0.421,4.053,0.135,2.684,0.0,9e-05
7,0.132,1.389,0.383,2.039,0.124,1.4,0.0,0.00018,0.137,1.496,0.399,3.406,0.13,2.493,0.0,8e-05
8,0.118,1.102,0.358,1.928,0.112,1.006,0.0,0.00017,0.124,0.832,0.382,3.31,0.103,1.135,0.0,0.00011
9,0.109,1.261,0.335,3.725,0.093,2.053,0.0,0.00016,0.111,0.995,0.344,3.842,0.095,1.671,0.0,0.00011
10,0.101,0.79,0.327,3.22,0.085,1.883,0.0,0.00014,0.098,0.617,0.337,2.074,0.089,1.036,0.0,9e-05
11,0.091,0.954,0.32,2.767,0.081,1.858,0.0,0.0001,0.088,1.305,0.31,2.514,0.08,0.924,0.0,8e-05
12,0.085,1.284,0.296,2.033,0.071,1.043,0.0,0.00014,0.085,1.188,0.293,2.972,0.075,0.407,0.0,6e-05
13,0.079,0.846,0.282,1.671,0.065,1.003,0.0,0.00015,0.081,0.903,0.287,2.553,0.071,0.753,0.0,5e-05
