Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,1.0,0.0,0.091,0.0,0.694,0.0,1.0,0.0,0.413,0.0,0.314,0.0,0.657,0.0,0.42228,0.0
1,0.112,2.163,0.488,189.25,1.0,45.812,1e-05,0.00319,0.174,4.179,0.231,27.71,0.471,82.149,6e-05,0.01001
2,0.083,1.727,0.33,176.534,0.903,59.508,0.0,0.00111,0.146,4.083,0.384,55.007,0.341,55.401,4e-05,0.00995
3,0.078,0.824,0.214,139.065,0.974,95.602,0.0,0.00144,0.133,4.423,0.588,43.144,0.573,63.692,3e-05,0.00943
4,0.065,1.369,0.227,99.331,0.856,122.623,0.0,0.00094,0.1,3.308,0.538,87.658,0.385,68.525,2e-05,0.00854
5,0.06,0.489,0.497,108.346,0.856,144.363,0.0,0.00073,0.091,2.652,0.727,38.865,0.558,81.749,2e-05,0.01033
6,0.048,1.817,0.129,108.043,0.939,144.262,0.0,0.00103,0.089,2.489,0.618,54.468,0.577,81.148,1e-05,0.01136
7,0.043,1.434,0.063,92.559,0.882,138.251,0.0,0.001,0.08,3.176,0.728,75.467,0.289,80.947,2e-05,0.01104
8,0.039,1.154,0.105,90.529,0.882,115.925,0.0,0.001,0.08,3.345,0.814,57.23,0.289,62.514,1e-05,0.01085
9,0.039,1.154,0.11,91.123,0.561,106.909,0.0,0.00099,0.074,2.872,0.534,80.439,0.469,57.705,1e-05,0.01077
10,0.037,1.154,0.105,86.737,0.561,103.044,0.0,0.00098,0.071,3.456,0.664,67.517,0.0,30.913,2e-05,0.01106
11,0.034,1.653,0.105,86.737,0.464,83.008,0.0,0.00098,0.06,4.213,0.817,87.137,0.0,57.705,2e-05,0.01142
12,0.034,1.878,0.175,100.101,0.447,81.405,0.0,0.00098,0.057,5.114,0.664,50.374,0.0,47.301,2e-05,0.01146
13,0.034,1.878,0.175,99.374,0.447,112.319,0.0,0.00098,0.056,4.957,0.635,66.668,0.206,57.705,2e-05,0.01131
14,0.034,1.604,0.111,102.118,0.529,127.947,0.0,0.00098,0.056,5.619,0.539,66.668,0.0,57.705,2e-05,0.01115
15,0.034,1.418,0.111,101.914,0.495,154.098,0.0,0.00096,0.056,4.88,0.671,50.651,0.0,57.705,2e-05,0.01113
16,0.034,1.418,0.22,96.471,0.609,143.794,0.0,0.00096,0.051,3.898,0.671,58.369,0.0,57.705,2e-05,0.01093
17,0.029,1.475,0.284,104.934,0.495,154.098,0.0,0.00182,0.051,3.068,0.671,61.817,0.206,57.705,2e-05,0.01098
18,0.029,1.475,0.284,105.181,0.495,149.672,0.0,0.00182,0.051,3.062,0.528,88.019,0.0,57.705,2e-05,0.01099
