Generation,s_o1_median,s_o1_iqr,s_o2_median,s_o2_iqr,s_o3_median,s_o3_iqr,s_igd_median,s_igd_iqr,sw_o1_median,sw_o1_iqr,sw_o2_median,sw_o2_iqr,sw_o3_median,sw_o3_iqr,sw_igd_median,sw_igd_iqr
0,0.874,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.928,0.0,0.984,0.0,0.99365,0.0
1,0.432,4.626,0.676,4.476,0.366,10.73,0.0,4e-05,0.425,6.642,0.674,5.662,0.369,7.996,0.0,5e-05
2,0.291,3.655,0.533,2.19,0.212,4.545,0.0,5e-05,0.31,2.334,0.573,5.454,0.241,4.305,0.0,7e-05
3,0.232,4.041,0.458,3.1,0.155,2.684,0.0,0.00011,0.232,3.606,0.466,4.649,0.18,3.322,0.0,5e-05
4,0.194,3.693,0.426,3.064,0.129,1.058,0.0,0.00012,0.181,2.305,0.43,3.554,0.139,3.092,0.0,3e-05
5,0.167,2.015,0.389,3.224,0.107,1.334,0.0,0.00011,0.157,1.234,0.396,3.341,0.113,1.984,0.0,6e-05
6,0.147,1.105,0.361,3.295,0.092,1.515,0.0,9e-05,0.131,2.039,0.36,3.656,0.092,1.046,0.0,6e-05
7,0.128,1.116,0.334,4.153,0.081,1.627,0.0,7e-05,0.12,1.708,0.328,2.559,0.087,0.842,0.0,6e-05
8,0.109,1.763,0.317,1.485,0.07,1.357,0.0,6e-05,0.1,2.226,0.3,2.169,0.076,0.485,0.0,6e-05
9,0.102,1.28,0.298,1.437,0.065,1.05,0.0,5e-05,0.092,1.665,0.283,2.655,0.068,0.966,0.0,8e-05
10,0.09,0.717,0.28,1.409,0.056,0.43,0.0,6e-05,0.087,1.628,0.267,3.463,0.064,0.787,0.0,9e-05
11,0.079,0.972,0.262,1.732,0.049,0.819,0.0,7e-05,0.083,1.702,0.256,3.157,0.056,0.995,0.0,0.0001
12,0.075,0.873,0.24,1.623,0.045,0.795,0.0,0.0001,0.076,1.41,0.244,1.809,0.051,0.827,0.0,0.0001
13,0.07,0.786,0.227,1.452,0.041,0.684,0.0,9e-05,0.07,1.111,0.227,2.594,0.046,0.584,0.0,9e-05
14,0.062,0.983,0.22,2.882,0.04,0.472,0.0,0.00013,0.064,1.357,0.217,2.901,0.044,0.592,0.0,0.00012
