,NSGAII_R,SPEA2_R
0,100.0,100.0
1,106.304812745,105.900420962
2,106.650029935,106.24212788
3,108.63223171,108.615064147
4,107.99063565,107.722345731
5,107.811179413,107.623531654
6,108.18149029,108.179041738
7,108.03654153,108.041901955
8,109.982247575,109.783357181
9,112.283109547,111.871780919
10,108.34810176,108.069168002
11,111.416109447,111.617452983
12,109.66863621,109.986659956
13,113.130467897,113.444081179
14,108.979487275,109.292983644
15,111.114445072,111.427954555
16,111.287083651,111.611794306
17,110.401068497,110.826664818
18,108.633525124,109.070737674
19,109.824775727,110.22603114
20,110.394029777,110.712566885
21,112.09795763,112.235393052
22,110.834552654,111.035987097
23,110.64467212,110.878023703
24,112.889887528,113.118620607
25,109.289269212,109.681317502
26,113.166555451,113.570830175
27,109.036848545,109.429135516
28,110.364888599,110.608191961
29,110.357194368,110.582092624
30,111.12912101,111.35562516
31,112.223991264,112.453202423
32,110.985393944,111.272685032
33,111.542490633,111.733840939
34,113.59874427,113.800102809
35,110.159388835,110.342532832
36,110.755134268,110.935311722
37,111.427168588,111.597472319
38,111.177535601,111.340787482
39,109.980760687,110.256544692
40,109.947910164,110.224429017
41,111.435655046,111.715771568
42,109.758234713,110.183517475
43,109.136299083,109.558419469
44,110.974545006,111.404293193
45,110.141617717,110.545751813
46,112.28355094,112.696026738
47,114.66558709,115.087095121
48,111.95254023,112.364095475
49,110.524466131,110.930843471
50,109.809008509,110.212132523
51,111.355787093,111.764000372
52,111.464568764,111.873246007
53,111.835409602,112.090222691
54,112.782511395,113.039848403
55,110.848213041,111.100221424
56,109.230077725,109.478308759
57,111.02626341,111.213908551
58,109.482493338,109.667529358
59,111.14790485,111.331374601
60,109.788283302,109.926952808
61,111.127115451,111.264480716
62,110.108559951,110.24466664
63,113.73866358,113.807580541
64,112.883847854,112.950883561
65,107.860181093,107.924135767
66,111.982138046,112.048536795
67,110.932936923,110.998747202
68,113.025420613,113.090135558
69,112.696804567,112.88664761
70,112.134149646,112.345776552
71,114.311133743,114.526668098
72,110.173984218,110.446909247
73,109.951941038,110.224456708
74,111.462125433,111.738372465
75,110.746655971,111.021280874
76,112.196389693,112.478522171
77,112.521576268,112.72757588
78,111.21154862,111.415522506
79,114.345245929,114.546508211
80,112.7276235,112.926463299
81,112.382053107,112.576648965
82,113.898350438,114.095704725
83,112.276541234,112.40788213
84,113.31704387,113.449601945
85,112.082554172,112.202623925
86,111.071602444,111.190567824
87,111.401147673,111.581739124
88,112.494402255,112.717613942
89,110.595289859,110.814188907
90,109.206597476,109.422672208
91,111.745941493,111.967030519
92,111.968994476,112.190741501
93,108.760131378,108.975767817
94,114.105007135,114.331623282
95,111.307910533,111.529714351
96,112.328182602,112.593537642
97,109.671703646,109.930783235
98,114.773422933,115.055645878
99,112.690011228,112.967111213
100,110.7878535,111.060347318
