,NSGAII_R,SPEA2_R
0,100.0,100.0
1,186.55910625,195.202818475
2,133.303349186,172.412168689
3,140.71443399,170.040621017
4,69.5675747206,61.2202732927
5,161.082876528,159.126782128
6,117.768004873,119.842875484
7,74.5720545972,74.419674619
8,90.2553534792,69.5752239101
9,131.856581467,83.3806617146
10,49.5641468101,29.2657532577
11,126.911091884,55.0685015799
12,52.7148594084,31.7344235417
13,57.6138634633,30.8576437713
14,31.4462839657,26.8969027545
15,38.6616367401,25.2314834876
16,33.8346158446,28.0780217076
17,29.684017237,38.5223412797
18,21.4848500525,27.2058267262
19,24.0524639944,23.4123343806
20,18.4115058294,13.93424985
21,18.5803566245,12.5162691982
22,31.4989356937,15.3663696268
23,25.1540199264,12.3704091528
24,10.6285194189,8.51399830334
25,12.9507847973,9.93779684805
26,17.7345463641,12.9641605337
27,17.8934152016,10.6562798518
28,17.5315448419,9.13286628787
29,16.69825616,13.4053576511
30,13.0817013545,14.9246506391
31,9.65265963812,10.1410275393
32,9.61133656111,10.5660709851
33,13.987766087,14.7449442896
34,13.0959093519,13.7638789996
35,14.7222630608,18.7388714952
36,13.1613559398,19.2289018376
37,8.66780670245,13.6462100544
38,10.2121978285,14.9705986126
39,10.9026565504,17.4210573979
40,6.11091504085,9.83017458758
41,5.60952546893,9.02814653863
42,10.7216933681,16.286696112
43,11.1813336202,12.4781046237
44,8.37730029104,9.22408520961
45,9.4101803279,10.2328359283
46,10.2444717897,10.880827421
47,9.30576793165,10.3472426158
48,7.86930386894,10.59581331
49,7.2593124196,9.6475120335
50,7.02375355482,9.19517916896
51,7.93932397986,9.59282251796
52,7.77841342513,6.96873847727
53,6.88096525139,6.12281330485
54,5.54354131599,4.87189596926
55,6.57184831243,5.6113629672
56,8.60344007486,6.81759868383
57,9.98124406203,6.53009819262
58,7.79600111932,5.16579711601
59,6.16512781928,4.30137153442
60,9.82655026664,6.92463014354
61,8.49363705248,6.54909936632
62,9.82444954151,8.50431536938
63,5.15147858157,4.54716940778
64,6.20487324439,5.68701319933
65,8.49720890293,7.9148756098
66,6.86332791705,6.05778026384
67,6.64058639152,5.28131100799
68,6.12491668258,4.74156530167
69,8.74638067205,6.84983935258
70,6.69466846013,5.25863257365
71,9.74838951717,6.65781605299
72,6.53203854187,4.82148226849
73,7.20783631986,5.27512068995
74,9.05383625609,6.61908631585
75,8.12047265499,6.0579433597
76,7.59193765117,4.7353283372
77,6.99145174313,4.29832722859
78,8.16825342253,5.19036072349
79,6.19535425888,2.78564331054
80,8.28393829327,3.59036039128
81,9.34097144282,4.0801237492
82,4.96955488332,2.11161788504
83,6.10887662363,3.06297738272
84,5.08357869739,2.5488952442
85,6.58350780269,3.16430751362
86,4.85172062678,2.34726101139
87,5.93898966014,2.877191331
88,4.22441409041,2.32674646555
89,7.55111092263,4.20289551263
90,7.39156408847,3.99031900271
91,4.55607976881,2.43407260844
92,6.07999285773,2.76191012554
93,6.12337422731,2.88189739737
94,8.45264533527,3.94032173027
95,5.12041115263,2.36945750827
96,5.20329888682,2.34319140144
97,5.85114594552,2.6466165834
98,5.71265928793,2.55415113405
99,5.49599767292,2.45915653508
100,5.09079519464,2.28147512697
