,NSGAII_R,SPEA2_R
0,100.0,100.0
1,123.634740365,169.350854892
2,151.618566569,132.648456034
3,183.03543271,151.387072995
4,149.021952341,117.949581661
5,140.868974156,112.325372832
6,124.196050671,103.598870779
7,113.113080241,103.737875433
8,127.686282397,138.150570138
9,135.013816063,133.39133935
10,149.040658451,156.855990177
11,140.799571053,158.496396972
12,191.994828982,201.191738883
13,108.658499579,98.4378017884
14,145.361038616,135.459236661
15,189.292565633,170.490510864
16,156.577808992,135.382684449
17,156.425094377,131.496292328
18,113.745980144,113.846088101
19,102.225808255,123.021372361
20,127.212314866,173.791184232
21,245.819747007,348.034978092
22,91.3816136168,131.005375022
23,86.9622403774,108.402167661
24,94.5665527056,113.031891586
25,108.58482375,149.830015747
26,82.1258980908,109.503227712
27,93.8239317855,114.731069051
28,131.838826934,166.165429094
29,106.325995113,132.026232992
30,117.910101949,136.698694884
31,88.4931604943,99.3282399478
32,123.653925204,130.453627815
33,75.6132535933,80.8521499525
34,103.062855869,105.806624284
35,98.2141143056,100.653028872
36,96.8063305099,99.210286105
37,152.77813919,156.572021889
38,92.808353733,114.862684828
39,75.1068543008,96.8075552373
40,90.1326885215,104.380324763
41,87.532771932,119.610981769
42,134.211470082,179.643929649
43,87.806416788,114.45497419
44,142.374394497,176.262140317
45,99.9621533661,124.71868073
46,148.104827345,187.219804586
47,118.507506672,150.554710622
48,145.54365856,180.60198335
49,88.6782043341,111.23773925
50,76.0073772441,90.061259629
51,95.57536874,127.965073231
52,105.921210235,144.819908718
53,97.8848292577,132.395413275
54,96.4974363152,131.848260972
55,110.690026511,136.649360561
56,96.5464183263,116.770123936
57,97.5160350684,112.738146143
58,75.1868932417,87.0575363462
59,131.449655409,152.563599641
60,92.42610436,108.763778174
61,83.5104350012,97.7018517883
62,106.585605569,127.322166885
63,86.943918787,103.795734798
64,118.2514238,140.907133873
65,87.1352948891,105.35393935
66,119.941544145,147.728016309
67,101.781776069,108.746662788
68,102.251762414,109.240739195
69,95.1045469847,101.605006781
70,76.893575797,80.1168644248
71,98.0007311117,102.108806966
72,101.579804619,105.837911043
73,97.8863388863,98.0599653589
74,123.612068064,101.865036973
75,136.32721976,111.763518814
76,99.0626427977,81.6345841409
77,145.963596661,119.663594771
78,86.8885024591,71.6022363683
79,84.8154613101,72.3597642396
80,102.541360176,90.9075918847
81,135.361243726,134.419825711
82,112.288973125,112.135407255
83,102.594984151,105.678373907
84,118.335080854,136.911096583
85,115.305850887,132.659947013
86,92.4354828584,109.543145651
87,94.8892102144,112.451000999
88,118.977454837,136.866985896
89,123.659020671,143.708210834
90,86.9593145315,90.2237809868
91,144.049343635,148.54423698
92,67.0295078273,73.9683940885
93,114.523326451,118.154110881
94,94.4569022591,104.235068959
95,99.9849980048,104.768432349
96,94.2839169828,115.054147768
97,116.8062085,122.6975799
98,92.1985986457,103.180445455
99,123.26729479,128.344901314
100,80.1579934879,88.7012179853
