,NSGAII_R,SPEA2_R
0,100.0,100.0
1,150.316855021,166.423680703
2,97.3460905892,130.945461712
3,152.298994703,184.444645704
4,120.3309434,160.316967292
5,111.413906631,110.277463962
6,160.74144423,149.697471216
7,113.310427672,116.134421016
8,134.393020359,144.560834561
9,110.403982233,114.433416265
10,125.986554045,123.576142102
11,112.485344736,102.218849637
12,93.9242422357,82.7723600362
13,115.79945897,110.037043388
14,102.092835837,99.123982089
15,118.117535219,105.825496236
16,99.3229891978,97.5672028324
17,136.724476474,122.161407372
18,98.154307114,99.1735478464
19,124.346583141,101.050010162
20,103.524948462,82.9418516528
21,123.62939786,102.259163344
22,112.589701901,95.768754502
23,112.147445513,105.280524616
24,124.799098909,119.514503683
25,138.948703908,121.980926814
26,111.87180267,92.8656522551
27,108.869945188,92.3957596665
28,143.757163946,128.477113171
29,105.143614409,92.514483784
30,120.802084547,101.208796539
31,118.86421098,95.3746435207
32,108.879376997,104.651372869
33,97.5207352977,84.5664446896
34,158.863928654,149.845878658
35,86.5151558931,90.9753537133
36,90.885700612,95.5712172659
37,101.192250976,93.6245561713
38,101.495853933,95.3469799815
39,107.326431947,99.4441421449
40,105.828176116,105.490693555
41,108.939962298,110.816636218
42,102.229257631,105.627644138
43,99.5939029221,99.4241724881
44,110.8917391,115.755002821
45,135.919294265,127.905176287
46,100.842193063,103.470192871
47,122.239687582,116.562507777
48,119.959592279,119.092093224
49,109.471919672,100.227762747
50,100.473772803,95.7520165682
51,108.659678278,100.219365413
52,98.668027728,104.406000836
53,113.065497038,107.919899458
54,99.3915863398,89.8862502529
55,115.430861429,103.69099101
56,139.768890725,133.729620567
57,99.6265548894,107.423032694
58,80.9565305106,94.0411476879
59,92.794171336,104.634719286
60,116.123741333,124.617455977
61,110.290366699,126.744330884
62,105.838624057,121.181083948
63,97.4744148347,116.114692876
64,99.9376910273,119.049027584
65,118.617933473,147.198177203
66,92.1002300833,112.2619742
67,111.883376738,129.294243763
68,116.792731796,139.460428564
69,106.520080849,126.534484523
70,107.161747203,122.575840795
71,117.56047034,123.324959682
72,121.531274192,129.769425792
73,137.800101718,153.703630874
74,127.008268084,139.702237079
75,99.8394608409,106.184930781
76,123.227627432,134.823917298
77,110.099732492,120.475083745
78,95.6570231873,103.533570417
79,100.429146128,104.054707805
80,114.649298048,123.874772519
81,114.887608317,125.853558324
82,112.33046433,125.778126904
83,119.823665915,134.644193264
84,138.409265405,169.502672767
85,112.618986738,141.696512218
86,100.305486848,137.691635302
87,143.948788295,195.089729107
88,114.173024694,151.038843163
89,97.3277968826,126.776986052
90,108.811362411,142.306293377
91,137.602786083,181.205052914
92,126.325840837,155.578684755
93,106.01605213,136.34035242
94,113.78042457,145.139845782
95,112.493704823,141.888677719
96,131.633749037,172.336712294
97,139.854715269,188.494658493
98,108.669221436,149.501857117
99,116.138844793,159.778203529
100,115.359029781,158.769252894
