,NSGAII_R,SPEA2_R
0,100.0,100.0
1,101.700435499,119.302883145
2,105.292243945,106.809189645
3,78.6743862157,110.906887812
4,118.222962733,115.285737505
5,105.169404334,122.752233881
6,99.4948424041,102.562409193
7,92.6326518814,107.979360076
8,89.2213381914,87.5254224783
9,117.593793969,122.359390222
10,91.7743418628,100.849411111
11,104.321768975,109.611865976
12,125.733953388,118.586501763
13,114.885910744,100.990345722
14,125.700048288,110.906942009
15,107.473988729,106.134256173
16,99.0833330991,103.150281128
17,112.297987616,99.6417452296
18,141.350066335,130.066548652
19,98.6822529576,95.0534243245
20,107.497287642,105.131369618
21,126.726663525,111.623806943
22,121.710104873,108.976859177
23,104.581791612,93.3836537751
24,112.277673201,107.099626686
25,102.171450441,123.935579641
26,109.177369493,122.731626487
27,121.064027248,119.47715487
28,89.3628006257,87.6232940122
29,109.253553344,109.105858865
30,95.6591168977,99.68965033
31,104.349752046,110.168016621
32,103.247566269,112.405737896
33,110.043295376,113.508966294
34,95.8394067299,99.0416806038
35,89.4550851798,92.913099159
36,109.789336892,103.353866158
37,99.9547974414,89.8208127013
38,120.935610735,105.463236498
39,104.592282149,91.2108561003
40,120.956733956,110.502008648
41,125.348977966,114.51461522
42,118.644289395,112.570011387
43,119.618486317,106.157294108
44,119.5356399,114.892998059
45,121.655100089,123.079446271
46,101.893668149,109.322032853
47,117.912602618,128.991624432
48,113.206801944,138.412827674
49,100.640801069,108.611784097
50,116.00502121,125.192885827
51,136.93042342,152.309356032
52,148.896167269,140.632155012
53,143.290202106,136.200334308
54,125.736965046,116.451413244
55,141.274282638,130.841315139
56,148.702860039,153.070859071
57,124.174081048,131.184958142
58,105.3019679,107.644244831
59,121.194842027,123.890630988
60,152.962064805,173.131326672
61,104.000689304,117.714005344
62,130.910654986,140.822476187
63,118.709713638,150.348352614
64,108.81207399,142.806482686
65,103.80371906,134.111367379
66,99.5633380207,128.632919165
67,118.891298919,153.604079045
68,99.8080459978,125.918022527
69,122.55989142,137.487329619
70,125.990295644,145.366288735
71,99.909979284,117.525828812
72,131.634176661,152.810540252
73,132.701493813,157.909232841
74,118.035126943,140.315655784
75,115.665462229,134.342188364
76,119.669384993,139.629334976
77,125.388025779,146.063093962
78,138.041271173,165.729901452
79,147.491256572,177.075386288
80,140.29830734,166.152284495
81,118.511649101,140.350811145
82,130.793597434,157.694700352
83,117.43816709,141.592378622
84,114.151861364,135.613815648
85,165.362904297,196.539538086
86,147.41588047,175.208878782
87,115.642748384,138.741511771
88,159.609971466,183.301953116
89,119.634635205,136.263314719
90,127.688531789,146.841753417
91,128.232387086,147.467186761
92,182.097333476,208.572280658
93,138.648402188,153.634314335
94,152.540659178,161.974322431
95,141.45288396,150.200839296
96,152.331475822,157.620532134
97,166.125077984,171.893057894
98,174.063134508,177.95041231
99,164.063140351,164.012702835
100,186.76580235,186.708385412
