,NSGAII_R,SPEA2_R
0,100.0,100.0
1,117.061522949,106.719297152
2,128.291170628,135.558555091
3,107.897368758,111.775392854
4,113.899322084,128.808757957
5,112.953889823,116.301323371
6,114.52008301,123.090999388
7,91.885597328,92.1253701039
8,91.2014184346,99.7174377952
9,109.951559696,105.079288298
10,107.526205315,104.835897104
11,90.2695135638,89.3893217571
12,110.416513029,100.806649882
13,122.68372552,118.164420329
14,106.933129471,109.08275322
15,119.773649438,132.714551001
16,97.5046992423,93.9672023133
17,135.171452893,132.868542106
18,126.316031891,114.683502585
19,94.4185029597,89.2479323103
20,100.528845699,100.964554218
21,86.2146123344,93.1089140606
22,91.7436713457,96.1461409937
23,88.6067833667,93.7276593473
24,94.4243563207,106.484446708
25,97.604937247,95.8406900607
26,126.091494377,130.168050754
27,129.926913225,116.733681393
28,104.007082557,95.8390927959
29,98.1864814428,99.8848771859
30,100.875591255,98.1965132538
31,100.375094947,96.4373283651
32,100.262047642,100.164935432
33,101.029838941,101.795398458
34,121.726773627,125.572723465
35,99.7702153345,96.6600603646
36,130.079694738,114.846178561
37,114.03128345,103.4465573
38,103.275326881,99.3231312656
39,101.018659471,102.526581332
40,110.646513226,92.9112315022
41,131.752954505,108.195367578
42,145.336869272,125.533302118
43,103.285806695,94.5027557392
44,214.967938569,192.842356835
45,135.44489898,117.558435479
46,145.617793344,124.034062943
47,113.482446093,99.1303016312
48,115.646496469,98.5894267607
49,127.261482756,109.859487049
50,129.840085658,115.471247202
51,148.136167743,128.770235634
52,162.611198826,136.877819601
53,128.344934914,113.614882668
54,129.802256127,116.927867219
55,123.099660053,115.604425569
56,145.769635761,135.467100543
57,157.090413852,150.474833472
58,154.142536681,158.791376525
59,168.90611966,171.75583851
60,178.105140345,182.726403694
61,163.361302489,166.540556056
62,147.176839214,149.609507485
63,158.621251187,174.017348074
64,149.15403523,164.712471729
65,186.021126429,205.342178094
66,134.770352079,148.420407253
67,140.134927511,153.768753312
68,198.085078071,216.401043287
69,159.417478882,174.158038981
70,153.418424604,173.52530653
71,168.861366247,198.22689891
72,133.673995173,161.483234338
73,165.986871095,209.914190356
74,155.616543659,211.966186655
75,123.258574146,168.503305636
76,139.874854387,191.042738436
77,159.492735127,221.088966953
78,135.384542372,184.322885298
79,155.575495404,212.986566568
80,167.823088077,234.446572919
81,175.732486994,249.080553857
82,263.020099668,299.001307501
83,181.645739806,204.370518177
84,253.565745297,291.717396549
85,186.492858335,214.569164883
86,167.209034996,222.36456319
87,231.87053118,289.229720542
88,171.465671773,214.774415292
89,228.196531125,285.834336618
90,280.789871831,352.123485008
91,165.1152206,218.494355536
92,184.064393962,244.491726762
93,149.571020122,199.292910556
94,170.959297617,227.951600104
95,148.177626605,197.637992581
96,151.779021849,205.156766272
97,182.68151641,248.164735864
98,181.785887347,212.856770962
99,251.587120437,295.381208629
100,258.841340696,303.883308129
