,NSGAII_R,SPEA2_R
0,100.0,100.0
1,105.678644845,105.656233524
2,107.475070891,107.628204052
3,104.774778891,104.940812583
4,104.261876664,104.260746671
5,105.074065204,105.072926408
6,103.648745169,103.563537731
7,105.633298672,105.534623294
8,105.147655177,105.207987436
9,105.258763113,105.467014249
10,106.156382985,106.39416977
11,103.948907959,104.092678552
12,104.86653088,105.011577986
13,104.911741261,104.987760217
14,104.533686547,104.609426688
15,106.368504284,106.445573846
16,106.247056779,106.304599538
17,104.127636244,104.184031138
18,104.749245941,104.805979311
19,103.840432465,103.896673612
20,105.552639544,105.577693521
21,106.938174531,106.963544227
22,105.63406057,105.65360023
23,104.385923139,104.464360782
24,104.887252549,104.966066901
25,105.343477297,105.422634465
26,106.807007537,106.889583615
27,105.856649231,105.940742183
28,105.517559525,105.601382806
29,104.182591042,104.284230357
30,104.978888071,105.081304244
31,104.934192031,105.036564599
32,103.928244294,104.027737237
33,105.274127778,105.374909167
34,107.28959992,107.431422654
35,105.723373074,105.869381326
36,103.644539714,103.787677014
37,105.85311407,105.979888442
38,104.153839895,104.245566663
39,105.161043066,105.253656863
40,104.709810459,104.802027004
41,105.183714859,105.276348766
42,105.388562491,105.481376804
43,108.032376173,108.127518858
44,107.802791566,107.897732059
45,104.268884109,104.359877648
46,104.560638034,104.651886181
47,105.260098221,105.351956898
48,105.371235333,105.463190997
49,105.829447371,105.921802908
50,107.17756392,107.271095936
51,105.536684247,105.622936242
52,104.468851292,104.554230579
53,105.196729046,105.288418149
54,105.603539341,105.695583018
55,104.794953503,104.886292343
56,104.611436926,104.702615814
57,105.594672445,105.686708318
58,106.527601013,106.620450022
59,105.196635931,105.288324876
60,105.721913664,105.81406044
61,105.258133185,105.302937038
62,104.708696076,104.752290605
63,104.059379816,104.102704021
64,106.804043603,106.88077311
65,104.027464222,104.102198987
66,105.877933287,105.88582085
67,106.079361652,106.087572239
68,105.305424431,105.313575116
69,105.002128029,105.010255238
70,105.531910275,105.540073062
71,106.16566312,106.173877665
72,103.983961049,103.993901925
73,105.037875017,105.047914731
74,105.048228073,105.058268776
75,105.152566088,105.162616764
76,104.165158021,104.175089098
77,106.496187683,106.4956846
78,106.579513293,106.61626828
79,104.772978945,104.780464851
80,103.103846605,103.111213254
81,104.76612595,104.773611368
82,105.4310343,105.438567225
83,107.117699074,107.187815673
84,106.530645577,106.600379011
85,105.929735904,105.999075991
86,105.991510852,106.060960694
87,105.661661352,105.730895064
88,105.568471391,105.637644041
89,106.699867586,106.77817312
90,104.773884965,104.850777048
91,105.419978081,105.497344323
92,104.729866493,104.806726272
93,104.592005835,104.666755185
94,105.937217973,106.012141106
95,105.865044544,105.939916633
96,105.113491461,105.187832021
97,105.445239955,105.519815142
98,104.149486694,104.223298701
99,105.911730539,105.98679147
100,104.520860021,104.594935225
