,NSGAII_R,SPEA2_R
0,100.0,100.0
1,103.266035672,103.193020101
2,105.087281505,104.7986863
3,103.667135469,103.24842077
4,104.225195918,103.841823607
5,103.853710018,103.606214111
6,105.316126952,105.06601836
7,104.736559654,104.474248094
8,104.198167706,104.011824556
9,104.739863191,104.552551299
10,105.174625942,104.98653654
11,103.511433246,103.32631822
12,105.093909391,104.872669659
13,105.032896427,104.811955477
14,103.647129091,103.323094376
15,104.411303146,104.115007003
16,104.367553534,104.071381544
17,105.316675191,105.017462594
18,104.584374082,104.289436023
19,105.329651956,105.068570974
20,105.285401823,105.12599971
21,104.152214676,103.981696462
22,104.317840707,104.147055253
23,106.527737809,106.352691938
24,103.468992185,103.29897243
25,104.934748707,104.762320428
26,104.562676922,104.42648146
27,105.613927728,105.562219589
28,104.622987788,104.571764881
29,104.100365411,104.049398377
30,103.496701674,103.445621829
31,103.311587003,103.266774379
32,105.060544568,105.014972635
33,103.702768541,103.686096625
34,103.905904343,103.923239566
35,106.470161479,106.487924511
36,103.870861066,103.888190442
37,104.236426083,104.253816448
38,104.968263309,104.985775771
39,102.963701383,102.982075782
40,103.895155818,103.91369644
41,103.229994131,103.161341666
42,104.452576139,104.383110605
43,105.953528477,105.887767785
44,105.573164007,105.507343605
45,103.337644636,103.26856397
46,103.256348429,103.187322109
47,103.112926798,103.043996355
48,102.776505037,102.70779949
49,104.984541537,104.884441082
50,104.117876948,104.01722708
51,103.959585753,103.859088904
52,104.588378355,104.487273657
53,104.833307681,104.731966212
54,105.051910164,104.950357374
55,103.983995915,103.883475469
56,104.768379387,104.667100684
57,105.185679257,105.110967203
58,103.201229614,103.1083011
59,105.397112025,105.32084809
60,105.265328788,105.18916021
61,104.915415493,104.839500108
62,104.695989348,104.620232737
63,104.607387043,104.572879065
64,105.541871215,105.507054968
65,105.19525516,105.160553255
66,105.028929141,104.994282104
67,104.532254038,104.497770844
68,104.050342332,104.016018112
69,104.317564142,104.283151771
70,105.05428031,105.019624909
71,104.711959786,104.677417311
72,105.177089751,105.142393838
73,104.385186347,104.350751471
74,103.880572134,103.846501163
75,104.412548847,104.378303397
76,104.883977998,104.849577927
77,102.930203694,102.896444426
78,106.450653413,106.4157395
79,104.518509612,104.484229408
80,104.31776472,104.283550357
81,104.275121173,104.240920796
82,104.189699282,104.155526922
83,103.383961001,103.350052904
84,103.680840215,103.646834748
85,104.362721622,104.327699476
86,104.824688603,104.785981167
87,105.687378435,105.648352443
88,105.258340375,105.219472809
89,106.020726141,105.981577058
90,104.087104878,104.048669801
91,103.371591196,103.333420329
92,104.262990485,104.224490461
93,105.228252916,105.18939646
94,102.3025595,102.264783383
95,104.14398577,104.105529689
96,103.237773307,103.199651853
97,104.384684087,104.346139126
98,104.537245982,104.498644686
99,104.6162019,104.577587444
100,104.557521754,104.518775334
