,NSGAII_R,SPEA2_R
0,100.0,100.0
1,117.501336991,117.211780761
2,106.398597107,106.497219156
3,113.000575298,113.231557197
4,110.96999427,110.998843832
5,109.24894789,109.360288252
6,113.290953191,113.372856868
7,114.651089745,114.610622818
8,113.360862511,113.416051392
9,118.528869187,118.491801961
10,111.54254889,111.491136571
11,111.433036309,111.40092156
12,115.340402019,115.339022084
13,108.853245801,108.855322326
14,107.003395807,107.036143848
15,112.794871113,112.860106237
16,110.837422457,110.898009054
17,108.218362719,108.319809683
18,112.111691334,112.190210445
19,111.00141392,111.038665034
20,115.076681024,115.107155276
21,107.358539929,107.353044798
22,113.183056596,113.177281073
23,114.389368082,114.388435825
24,112.390034178,112.392532117
25,109.856378627,109.914935176
26,112.417474143,112.49892049
27,108.616818971,108.673384729
28,107.866448986,107.922189258
29,110.059929369,110.116874386
30,107.94872609,108.005205608
31,110.569292125,110.627113601
32,111.133111164,111.191074485
33,112.978601947,113.037229276
34,110.704894215,110.762542467
35,110.524799874,110.563402569
36,112.25745681,112.296672393
37,114.794825819,114.830620861
38,109.101839256,109.052633232
39,114.212815354,114.161284434
40,109.773922977,109.723793082
41,111.43560112,111.426143239
42,110.955062103,110.9825516
43,108.787669736,108.910190747
44,110.308677403,110.432923418
45,117.753028202,117.885756876
46,112.37400965,112.500455534
47,109.343570389,109.515443547
48,112.382609968,112.559260082
49,114.436738909,114.616617833
50,110.404733091,110.578274252
51,110.822263073,111.003643764
52,107.334076475,107.53287953
53,113.897592672,114.108750711
54,109.57153776,109.774577342
55,111.320968477,111.525777264
56,111.985578877,112.213176063
57,108.012705916,108.233532332
58,106.86271562,107.081189125
59,110.095828581,110.320911415
60,109.028204761,109.204490815
61,112.181247058,112.363206915
62,113.035235752,113.218579439
63,114.528336585,114.722929716
64,109.05473376,109.240101645
65,106.19903712,106.37955098
66,110.16503369,110.352285861
67,112.230188342,112.424613946
68,114.973972281,115.174062916
69,110.10651918,110.302506708
70,114.948565679,115.153171958
71,115.499398204,115.704984839
72,114.63155836,114.836323973
73,110.519473503,110.727842517
74,111.649568931,111.85989083
75,111.578949626,111.794495118
76,109.857974292,110.070191408
77,112.395694353,112.612813686
78,108.579579914,108.789262799
79,113.471068495,113.690197551
80,113.285564044,113.504334865
81,115.249976583,115.473931676
82,113.430432563,113.551595288
83,113.496261299,113.617287949
84,113.749047875,113.870344083
85,108.078844959,108.194094751
86,112.005339284,112.126232217
87,111.053230242,111.146195707
88,110.872420843,110.969086425
89,112.327038719,112.425568426
90,110.880573475,110.977829641
91,112.450209935,112.561702458
92,111.221601098,111.289060202
93,116.750619572,116.834951238
94,114.167622462,114.252033443
95,108.8854647,108.965970265
96,108.641554491,108.721879719
97,112.935784195,113.019284405
98,114.361051391,114.445605386
99,115.968244965,116.053987255
100,112.122982507,112.205881763
