,NSGAII_R,SPEA2_R
0,100.0,100.0
1,102.546630313,102.618758737
2,105.712949122,105.699477327
3,104.29756776,104.273182718
4,107.378492993,107.431261898
5,103.858180631,103.837776929
6,106.023750742,105.962457399
7,105.389332577,105.303660573
8,106.061051282,105.93047819
9,105.216850027,105.050908443
10,105.995658664,105.815553601
11,104.819710577,104.638541892
12,105.262353707,105.182920816
13,104.176060786,104.097447631
14,105.132445602,105.053110742
15,105.510788918,105.431168312
16,105.566035217,105.514350933
17,104.263034405,104.212577794
18,105.419906245,105.36892191
19,109.481481564,109.428532925
20,104.51462361,104.460385895
21,107.030703949,106.98581712
22,105.972336101,105.927893134
23,106.564619004,106.550100167
24,105.736630493,105.522359739
25,107.634550266,107.420997935
26,104.742091594,104.536245746
27,105.547498377,105.420864636
28,106.000238417,105.873061488
29,106.891418909,106.853778809
30,106.467353338,106.448642403
31,105.353140327,105.334625207
32,107.932766939,107.817611676
33,105.370407379,105.257985939
34,106.06726194,105.956127878
35,105.107849776,104.997720956
36,108.61516891,108.501365228
37,106.287966987,106.176003782
38,104.68700742,104.576730022
39,105.897107452,105.784592558
40,106.4689202,106.355797758
41,103.835265516,103.725559109
42,105.322262245,105.210984762
43,106.230338037,106.118101133
44,105.006555355,104.943516029
45,105.793808124,105.730296181
46,105.519614673,105.456267338
47,106.565293464,106.501318369
48,106.547186574,106.483222349
49,104.321375036,104.258747048
50,108.12393468,108.033140226
51,107.638404651,107.548017909
52,105.207458607,105.119103932
53,106.057273028,105.968204667
54,106.091420904,106.002323865
55,104.895792889,104.807699956
56,105.191160881,105.102819893
57,105.318781644,105.230333479
58,106.598987978,106.509464678
59,107.178173689,107.088163981
60,106.587364545,106.497851006
61,105.124612143,105.036327043
62,105.109134928,105.032176875
63,106.79187198,106.656339166
64,105.790862075,105.656599673
65,105.123418845,104.990003516
66,106.440974037,106.305886558
67,104.910774984,104.777629527
68,105.870732416,105.736368648
69,106.96036425,106.824617522
70,105.367457918,105.233732797
71,104.06770473,103.935629167
72,107.061639243,106.86754835
73,104.53899651,104.349478889
74,105.788796141,105.597022882
75,105.952293222,105.746587797
76,104.545031765,104.342057172
77,108.010282043,107.800202361
78,107.880693749,107.670866116
79,107.806394636,107.596711515
80,107.344045359,107.135261506
81,106.378437165,106.171528984
82,105.531476232,105.326215408
83,104.596890623,104.393447586
84,106.938437087,106.730431435
85,107.474755716,107.265706872
86,104.768776376,104.564990925
87,105.534330506,105.329055977
88,105.285771886,105.080980828
89,104.15809848,103.955500857
90,104.393330986,104.190275812
91,107.330569406,107.121209142
92,106.79970917,106.591384407
93,105.03185732,104.82698095
94,106.180716095,105.973598748
95,104.197801296,103.994551846
96,106.011758614,105.804970837
97,107.028203125,106.81943266
98,107.200091395,107.02472788
99,103.210055652,103.041219247
100,106.393598974,106.219554762
