,NSGAII_R,SPEA2_R
0,100.0,100.0
1,142.15590673,133.102795905
2,102.008565332,99.5766412302
3,106.923890855,97.9187111228
4,103.541373338,104.578112203
5,147.840765044,159.860198821
6,117.614571915,131.380750771
7,148.718452394,133.394655832
8,124.573623235,126.906116154
9,129.97922085,131.535482908
10,149.048522034,134.945700586
11,113.556735543,106.718791669
12,110.247243888,108.830236784
13,132.995448944,122.476876995
14,131.967282326,121.622844605
15,122.202917553,107.598091069
16,150.920958946,132.985749864
17,108.595840986,102.360658584
18,126.628764865,123.816346372
19,112.965028233,123.594609128
20,118.333615666,102.891494616
21,145.237476703,118.762515727
22,156.41275881,121.864928173
23,132.359055023,117.257489722
24,120.90527499,113.563976713
25,144.032791295,135.559377451
26,131.997929868,118.361589841
27,155.566275856,130.703342902
28,106.978582418,102.375550017
29,136.933864251,124.222136771
30,111.359799388,99.0574953803
31,115.147874497,102.072540674
32,124.368639764,118.305349275
33,130.072152398,119.000180958
34,105.487218515,101.25645335
35,134.808963633,121.724441423
36,113.424716915,103.538736627
37,117.125586487,123.793243351
38,136.59292851,145.234306771
39,111.98605937,119.100518894
40,111.694166132,106.637214959
41,117.633843355,121.360675259
42,134.217585742,129.996708337
43,112.465696786,108.741443116
44,126.554883843,116.677291186
45,113.277391101,105.394897465
46,108.732075238,102.776842898
47,112.090796153,105.030075321
48,126.083951359,130.251899331
49,111.663292183,111.10349676
50,106.364558891,105.704379747
51,97.5851152784,98.5561050702
52,107.573861034,109.593280627
53,97.796865162,96.6049221125
54,139.320318149,140.028168455
55,139.939274352,141.104813632
56,121.358352515,110.72045619
57,153.781969884,137.933854247
58,126.80463694,112.800945768
59,139.318556918,123.232421172
60,116.327170566,109.782626117
61,136.786162017,124.545381883
62,107.556331103,95.3053984988
63,127.423027313,116.514537594
64,128.872557527,121.551906571
65,137.968105193,129.957602964
66,121.156518791,115.963243651
67,102.763250767,91.40257228
68,113.269309781,100.253247352
69,135.945769093,127.623629056
70,128.300126466,119.265615488
71,151.757774591,137.886846662
72,127.378499571,121.645826958
73,139.647658228,132.853728974
74,148.802153675,130.281108221
75,142.181730638,131.319306078
76,206.873340212,193.839558629
77,138.431078815,133.057717352
78,130.394631775,125.545978167
79,133.264508958,115.454700016
80,136.224869223,116.357848116
81,125.927506184,109.053682489
82,117.676242001,110.754867209
83,156.233743337,140.571372175
84,107.900276381,97.8685885728
85,103.452033968,92.7413803791
86,121.032080848,113.218902037
87,133.129919547,117.236983293
88,131.304811593,119.61441179
89,136.566158685,130.9651755
90,124.13248501,111.886004531
91,114.267150545,105.829111757
92,101.453828184,95.6425986081
93,143.412677983,130.411027871
94,114.420213212,98.1780834108
95,140.050704359,116.872814411
96,119.282731852,103.153834377
97,119.222300549,109.14698908
98,137.17722365,122.494149282
99,118.849300973,106.127997259
100,131.995059188,110.964098518
