,NSGAII_R,SPEA2_R
0,100.0,100.0
1,184.359857786,176.061965204
2,147.910890721,138.997832823
3,118.809211939,134.27598346
4,95.2337322327,119.197605477
5,112.958840793,120.121925847
6,166.192504671,177.708752203
7,78.5761172957,89.0055899254
8,124.32771562,161.816480914
9,96.1373351051,117.789912549
10,100.467661232,120.961064449
11,61.3467570557,73.8602744701
12,137.764030335,134.137546846
13,147.575857446,123.785702577
14,135.646860813,97.1760461327
15,240.864056314,168.64728758
16,79.9407442949,82.3514152865
17,79.5337677241,87.9425572042
18,114.344230223,117.056520017
19,94.4716562684,96.7125608473
20,91.8479296938,82.9152144406
21,105.493236449,106.292784354
22,143.409229089,136.101714188
23,211.259304144,224.984469444
24,98.3436526944,106.240462386
25,160.37884977,165.461108475
26,157.004342009,158.393199915
27,134.726149426,118.136732198
28,104.753597721,99.8330206076
29,89.8558914972,82.3559584767
30,110.561935959,123.248496862
31,135.24126238,121.712629338
32,106.23474456,93.6363360336
33,126.104190269,111.149458533
34,88.3090173744,88.3575116932
35,84.3052293164,80.2787212387
36,106.703351711,101.60708531
37,112.430679144,101.000313334
38,111.788253061,100.423200075
39,95.2751106647,85.5888811073
40,144.37583173,122.580922561
41,76.5841186166,65.0230152864
42,79.9052368247,67.842779017
43,83.4169135448,70.8243346342
44,106.119795076,90.0999996089
45,96.9014982285,79.2253356216
46,110.739423725,90.5390336738
47,102.035885663,83.4231403529
48,88.6034346216,74.4465532692
49,106.944187642,89.5846397807
50,102.971258316,86.2566099892
51,94.9520349409,80.128665847
52,104.855685946,92.0897705014
53,102.017829956,99.928533582
54,96.2106413296,82.0785662977
55,97.3083732485,87.8701725213
56,96.6093317972,94.0891850326
57,132.74036748,129.277708114
58,92.6530357655,90.2360927645
59,75.5682769979,73.59700626
60,68.8292357873,67.0337593809
61,88.8225839765,87.9971414095
62,92.5605045696,106.030708212
63,90.8001303163,116.486888077
64,80.1410057919,100.871023963
65,70.0585886761,78.5471417602
66,98.5891393682,102.537169718
67,92.8182636919,102.237456409
68,112.630053848,124.059746031
69,113.655870629,118.950264021
70,124.74380356,130.554702421
71,142.886646197,150.0633834
72,98.8517209954,114.389171035
73,96.7297185677,108.595064291
74,88.541042569,99.6661056445
75,99.8571692463,110.132583307
76,117.06594852,132.757136814
77,118.352162847,135.135732356
78,142.723869266,140.683570454
79,116.314418982,114.651654569
80,147.684143078,145.572935029
81,93.9978944002,99.0328455582
82,107.301202498,115.247830615
83,101.444630322,102.674244744
84,91.2745831119,92.380925985
85,77.5207409102,78.4603729119
86,117.352836859,109.65520604
87,116.993517169,109.319455532
88,94.0699422424,87.8995273984
89,132.82264002,137.588667604
90,86.0640857822,89.1274801765
91,127.884385966,132.473215935
92,156.059135827,161.658950331
93,115.425861311,125.698867021
94,123.45652123,139.48468062
95,91.632245497,103.52871092
96,103.624567528,117.077976618
97,110.880033395,118.851520677
98,127.125404763,136.264818923
99,116.218486269,124.573770416
100,92.2794873953,98.9137274622
