,NSGAII_R,SPEA2_R
0,100.0,100.0
1,104.676646941,104.777210527
2,104.728828697,104.638358432
3,106.562583385,106.478838736
4,104.976214639,104.785556365
5,104.559500181,104.330982883
6,105.794181646,105.448021595
7,102.92012585,102.81890035
8,105.692239775,105.67852983
9,106.215923549,106.269540559
10,106.799761055,106.866842767
11,107.083620196,107.150880202
12,104.198916355,104.264364457
13,104.14929099,104.209332393
14,106.139779108,106.19973515
15,105.781991927,105.682214983
16,106.732728654,106.632054945
17,105.633082521,105.533446033
18,105.126900616,105.027761213
19,105.490004744,105.390522917
20,106.816592831,106.759315876
21,103.594625861,103.539076582
22,106.223428458,106.1278227
23,105.035926135,104.941389181
24,105.442825032,105.347923046
25,106.442186481,106.346385037
26,106.619839685,106.524143797
27,105.210172267,105.110149724
28,107.278414114,107.176425309
29,104.780261899,104.68058627
30,105.880991169,105.796258813
31,107.400482832,107.311937477
32,106.158887976,106.097473693
33,107.305290522,107.249449775
34,107.162020202,107.061704682
35,105.847704529,105.780264036
36,104.130953004,104.064606486
37,105.51812839,105.459393501
38,108.517221752,108.456817469
39,105.756141724,105.697274349
40,105.192405536,105.152481334
41,106.495382167,106.455675308
42,104.569397657,104.530408902
43,105.382686605,105.343394615
44,105.302525255,105.263263153
45,103.95326118,103.834898534
46,103.638763032,103.520758478
47,104.554086872,104.435040118
48,104.958048107,104.838541397
49,105.38200747,105.262018034
50,106.412008409,106.290846199
51,106.068034944,105.947264387
52,106.553892203,106.432568442
53,105.330132591,105.21020222
54,104.51061659,104.391619331
55,104.726441012,104.607198012
56,105.007076541,104.887521866
57,106.056156114,105.982088798
58,107.261416297,107.186507253
59,106.330253652,106.306322541
60,107.19491676,107.170791044
61,104.81009003,104.785576886
62,104.919950564,104.92051406
63,107.144520272,107.145095716
64,104.794801411,104.796138171
65,106.599494783,106.600854564
66,105.831362051,105.832712034
67,106.938957557,106.940568058
68,106.556383211,106.491204667
69,105.262524139,105.198137025
70,105.960239528,105.895425634
71,106.874478557,106.80910544
72,106.128037199,106.063120667
73,105.826851197,105.762121863
74,104.88895183,104.824796165
75,105.605518069,105.540924114
76,105.653815176,105.58919168
77,105.748647652,105.683966151
78,105.756736001,105.692049554
79,105.69687203,105.632222198
80,107.847762469,107.781797038
81,104.920758213,104.856583093
82,104.296025828,104.232232828
83,103.971693404,103.908098783
84,104.55343747,104.489487023
85,106.731241886,106.665959379
86,107.956319177,107.890287347
87,107.12063666,107.055118202
88,107.188608135,107.123048104
89,105.010251551,104.946023873
90,104.89132491,104.827169988
91,107.909719082,107.843718013
92,106.631400953,106.566181744
93,106.068987921,106.004112702
94,105.053375167,104.98912113
95,103.098782341,103.035723796
96,104.371895657,104.308058434
97,104.998940789,104.934720046
98,106.815261417,106.749929753
99,105.709874991,105.645219417
100,107.144968195,107.079434871
